project_id,deployment_id,placename,longitude,latitude,start_date,end_date,survey_days,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,camera_name,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,plot_treatment,plot_treatment_description,detection_distance,subproject_name,habitat_type,landuse_type,subproject_design,event_name,event_description,event_type,recorded_by
Snapshot USA 2022,CA_Forest_SierraNevada_Camera 14,CA_Forest_SierraNevada_22_14,-119.6922,37.3679,8/28/2022,10/22/2022,55,None, ,Water source,Game trail near lake,2061800,Bushnell Core DS2,0,Unknown Failure,Knee height, ,Parallel, , , , ,SierraNevada,Forest,Wild, , , , , 
Snapshot USA 2022,CA_Forest_SierraNevada_Camera 15,CA_Forest_SierraNevada_22_15,-119.6940,37.3666,8/28/2022,10/22/2022,55,None, ,Trail hiking, ,2061708,Browning Recon Advantage 1,0,Camera Functioning,Knee height, ,Parallel, , , , ,SierraNevada,Forest,Wild, , , , , 
Snapshot USA 2022,CA_Forest_SierraNevada_Camera 2,CA_Forest_SierraNevada_22_2,-119.6894,37.3625,8/28/2022,10/22/2022,55,None, ,Trail game, ,2060750,Browning Advantage Recon 2,0,Camera Functioning,Knee height, ,Parallel, , , , ,SierraNevada,Forest,Wild, , , , , 
Snapshot USA 2022,CA_Forest_SierraNevada_Camera 3,CA_Forest_SierraNevada_22_3,-119.6855,37.3616,8/28/2022,10/22/2022,55,None, ,Trail game, ,2060751,Browning Specs Ops Elite,0,Camera Functioning,Knee height, ,Parallel, , , , ,SierraNevada,Forest,Wild, , , , , 
Snapshot USA 2022,CA_Forest_SierraNevada_Camera 4,CA_Forest_SierraNevada_22_4,-119.6833,37.3622,8/28/2022,10/22/2022,55,None, ,Water source,Camera facing water,2061155,Bushnell DS4K1.1,0,Camera Functioning,Knee height, ,Parallel, , , , ,SierraNevada,Forest,Wild, , , , , 
Snapshot USA 2022,CA_Forest_SierraNevada_Camera 5,CA_Forest_SierraNevada_22_5,-119.6788,37.3656,8/28/2022,10/22/2022,55,None, ,None, ,2061156,Browning Advantage 2.1,0,Camera Functioning,Chest height, ,Parallel, , , , ,SierraNevada,Forest,Wild, , , , , 
Snapshot USA 2022,CA_Forest_SierraNevada_Camera 6,CA_Forest_SierraNevada_22_6,-119.6766,37.3678,8/28/2022,10/22/2022,55,None, ,Road dirt, ,2061178,Bushnell E2_1.1,0,Camera Functioning,Knee height, ,Parallel, , , , ,SierraNevada,Forest,Wild, , , , , 
Snapshot USA 2022,CA_Forest_SierraNevada_Camera 7,CA_Forest_SierraNevada_22_7,-119.6758,37.3701,8/28/2022,10/22/2022,55,None, ,Trail game, ,2055638,Bushnell E3,0,Camera Hardware Failure,Knee height, ,Parallel, , , , ,SierraNevada,Forest,Wild, , , , , 
Snapshot USA 2022,CA_Forest_SierraNevada_Camera 8,CA_Forest_SierraNevada_22_8,-119.6730,37.3707,8/28/2022,10/22/2022,55,None, ,Trail game, ,2028582,Stealthcam1,0,Camera Functioning,Knee height, ,Parallel, , , , ,SierraNevada,Forest,Wild, , , , , 
Snapshot USA 2022,CA_Forest_SierraNevada_Camera 9,CA_Forest_SierraNevada_22_9,-119.6732,37.3678,8/28/2022,10/22/2022,55,None, ,None, ,2028634,Bushnell E2_3,0,Camera Hardware Failure,Knee height, ,Parallel, , , , ,SierraNevada,Forest,Wild, , , , , 
Snapshot USA 2022,RI_Forest_URI_NorthWoods_C01,RI_Forest_University_of_Rhode_Island_C01,-71.5307,41.4923,9/2/2022,10/27/2022,55,None, ,None, ,2058171,Browning_C09,0,Camera Functioning,Knee height, ,Parallel, , , , ,URI,Forest,Suburban, , , , , 
Snapshot USA 2022,RI_Forest_URI_NorthWoods_C02,RI_Forest_University_of_Rhode_Island_C02,-71.5301,41.4944,9/2/2022,10/27/2022,55,None, ,None, ,2058172,Browning_C12,10,Camera Functioning,Knee height, ,Parallel, , , , ,URI,Forest,Suburban, , , , , 
Snapshot USA 2022,RI_Forest_URI_NorthWoods_C03,RI_Forest_University_of_Rhode_Island_C03,-71.5298,41.4960,9/2/2022,10/27/2022,55,None, ,None, ,2058173,Browning_C14,0,Camera Functioning,Knee height, ,Parallel, , , , ,URI,Forest,Suburban, , , , , 
Snapshot USA 2022,RI_Forest_URI_NorthWoods_C04,RI_Forest_University_of_Rhode_Island_C04,-71.5247,41.4984,9/2/2022,10/27/2022,55,None, ,None, ,2058174,Browning_C07,0,Camera Functioning,Knee height, ,Parallel, , , , ,URI,Forest,Suburban, , , , , 
Snapshot USA 2022,RI_Forest_URI_NorthWoods_C05,RI_Forest_University_of_Rhode_Island_C05,-71.5277,41.4916,9/2/2022,10/27/2022,55,None, ,None, ,2058175,Browning_C11,0,Camera Functioning,Knee height, ,Parallel, , , , ,URI,Forest,Suburban, , , , , 
Snapshot USA 2022,RI_Forest_URI_NorthWoods_C08,RI_Forest_University_of_Rhode_Island_C08,-71.5248,41.4915,9/2/2022,10/27/2022,55,None, ,None, ,2058176,Browning_C05,0,Camera Functioning,Knee height, ,Parallel, , , , ,URI,Forest,Suburban, , , , , 
Snapshot USA 2022,RI_Forest_URI_NorthWoods_C09,RI_Forest_University_of_Rhode_Island_C09,-71.5240,41.4936,9/2/2022,10/27/2022,55,None, ,None, ,2058164,Browning_G012,0,Camera Functioning,Knee height, ,Parallel, , , , ,URI,Forest,Suburban, , , , , 
Snapshot USA 2022,RI_Forest_URI_NorthWoods_C10,RI_Forest_University_of_Rhode_Island_C10,-71.5234,41.4955,9/2/2022,10/27/2022,55,None, ,None, ,2058165,Browning_C16,0,Camera Functioning,Knee height, ,Parallel, , , , ,URI,Forest,Suburban, , , , , 
Snapshot USA 2022,RI_Forest_URI_NorthWoods_C12,RI_Forest_University_of_Rhode_Island_C12,-71.5224,41.4917,9/2/2022,10/27/2022,55,None, ,None, ,2058177,Browning_C04,0,Camera Functioning,Knee height, ,Parallel, , , , ,URI,Forest,Suburban, , , , , 
Snapshot USA 2022,RI_Forest_URI_NorthWoods_C13,RI_Forest_University_of_Rhode_Island_C13,-71.5210,41.4932,9/2/2022,10/27/2022,55,None, ,None, ,2058178,Browning_C13,0,Camera Functioning,Knee height, ,Parallel, , , , ,URI,Forest,Suburban, , , , , 
Snapshot USA 2022,RI_Forest_URI_NorthWoods_C14,RI_Forest_University_of_Rhode_Island_C14,-71.5205,41.4954,9/2/2022,10/27/2022,55,None, ,None, ,2058179,Browning_C10,0,Camera Functioning,Knee height, ,Parallel, , , , ,URI,Forest,Suburban, , , , , 
Snapshot USA 2022,RI_Forest_URI_NorthWoods_C15,RI_Forest_University_of_Rhode_Island_C15,-71.5197,41.4976,9/2/2022,10/27/2022,55,None, ,None, ,2058180,Browning_C03,0,Camera Functioning,Knee height, ,Parallel, , , , ,URI,Forest,Suburban, , , , , 
Snapshot USA 2022,DC_Forest_Urban_MtVernonPark 09/03/2022,DC_MtVernonPark,-77.0648,38.7721,9/3/2022,10/28/2022,55,None, ,Trail game, ,2029703,RECONYX,0,Camera Functioning,Knee height, ,Parallel, , , , ,Herrera,Forest,Urban, , , , , 
Snapshot USA 2022,CO_Desert_Mesa_Walt1,CO_desert_Mesa_Walt,-108.6250,39.0415,9/6/2022,10/31/2022,55,None, ,Culvert, ,2045044,0,0,Camera Functioning,Knee height, ,Parallel, , , , ,Mesa,Desert,Suburban, , , , , 
Snapshot USA 2022,PA_Forest_Gettysburg_College_22_03 09/09/2022,PA_Forest_Gettysburg_College_22_03,-77.2172,39.8158,9/9/2022,11/3/2022,55,None, ,None, ,2026490,3,30,Camera Functioning,Knee height, ,Parallel, , , , ,Gettysburg,Grassland,Rural, , , , , 
Snapshot USA 2022,PA_Forest_Gettysburg_College_22_04 09/09/2022,PA_Forest_Gettysburg_College_22_04,-77.2198,39.8178,9/9/2022,11/3/2022,55,None, ,None, ,2026491,4,30,Camera Functioning,Knee height, ,Parallel, , , , ,Gettysburg,Grassland,Rural, , , , , 
Snapshot USA 2022,PA_Forest_Gettysburg_College_22_05 09/09/2022,PA_Forest_Gettysburg_College_22_05,-77.2171,39.8172,9/9/2022,11/3/2022,55,None, ,Trail hiking, ,2026543,5,30,Camera Functioning,Knee height, ,Parallel, , , , ,Gettysburg,Grassland,Rural, , , , , 
Snapshot USA 2022,PA_Forest_Gettysburg_College_22_06 09/09/2022,PA_Forest_Gettysburg_College_22_06,-77.2239,39.8199,9/9/2022,11/3/2022,55,None, ,None, ,2026539,6,30,Camera Functioning,Knee height, ,Parallel, , , , ,Gettysburg,Grassland,Rural, , , , , 
Snapshot USA 2022,PA_Forest_Gettysburg_College_22_07 09/09/2022,PA_Forest_Gettysburg_College_22_07,-77.2203,39.8198,9/9/2022,11/3/2022,55,None, ,None, ,2026540,7,30,Camera Functioning,Knee height, ,Parallel, , , , ,Gettysburg,Grassland,Rural, , , , , 
Snapshot USA 2022,PA_Forest_Gettysburg_College_22_09 09/09/2022,PA_Forest_Gettysburg_College_22_09,-77.2232,39.8217,9/9/2022,11/3/2022,55,None, ,None, ,2026544,9,30,Camera Functioning,Knee height, ,Parallel, , , , ,Gettysburg,Grassland,Rural, , , , , 
Snapshot USA 2022,AZ_Forest_Harrity_1001_20220913,AZ_Forest_1001,-110.7847,31.3596,9/13/2022,11/7/2022,55,None, ,None, ,2059372,SIA086,60,Camera Functioning,Knee height, ,Parallel, , , , ,Harrity,Forest,Wild, , , , , 
Snapshot USA 2022,AZ_Forest_Harrity_1002_20220913,AZ_Forest_1002,-110.7636,31.3598,9/13/2022,11/7/2022,55,None, ,None, ,2059377,SIA082,60,Camera Functioning,Chest height, ,Parallel, , , , ,Harrity,Forest,Wild, , , , , 
Snapshot USA 2022,AZ_Forest_Harrity_1003_20220913,AZ_Forest_1003,-110.7426,31.3599,9/13/2022,11/7/2022,55,None, ,Trail game, ,2059384,SIA081,60,Camera Functioning,Knee height, ,Parallel, , , , ,Harrity,Forest,Wild, , , , , 
Snapshot USA 2022,AZ_Forest_Harrity_1004_20220913,AZ_Forest_1004,-110.7743,31.3509,9/13/2022,11/7/2022,55,None, ,None, ,2059388,SIA084,60,Camera Functioning,Chest height, ,Parallel, , , , ,Harrity,Forest,Wild, , , , , 
Snapshot USA 2022,AZ_Forest_Harrity_1005_20220913,AZ_Forest_1005,-110.7528,31.3507,9/13/2022,11/7/2022,55,None, ,None, ,2059393,SIA080,60,Camera Functioning,Knee height, ,Parallel, , , , ,Harrity,Forest,Wild, , , , , 
Snapshot USA 2022,AZ_Forest_Harrity_1006_20220913,AZ_Forest_1006,-110.7845,31.3417,9/13/2022,11/7/2022,55,None, ,None, ,2059427,SIA085,60,Wildlife Damage,Knee height, ,Parallel, , , , ,Harrity,Forest,Wild, , , , , 
Snapshot USA 2022,AZ_Forest_Harrity_1007_20220913,AZ_Forest_1007,-110.7632,31.3416,9/13/2022,11/7/2022,55,None, ,Other,dry arroyo,2059472,SIA100378,60,Camera Functioning,Knee height, ,Pointed Downward, , , , ,Harrity,Forest,Wild, , , , , 
Snapshot USA 2022,IA_Forest_Rentz_21 09/18/2022,Ames_21,-93.5717,42.1475,9/18/2022,11/12/2022,55,None, ,None, ,2021663,Bushnell,1,Camera Functioning,Knee height, ,Parallel, , , , ,Rentz,Forest,Rural, , , , , 
Snapshot USA 2022,AZ_Forest_1101_20220722,AZ_Forest_1101,-110.7005,31.3594,8/1/2022,9/26/2022,56,None, ,None, ,2059509,SIA020,60,Camera Functioning,Knee height, ,Parallel, , , , ,Harrity,Forest,Wild, , , , , 
Snapshot USA 2022,AZ_Forest_1102_20220722,AZ_Forest_1102,-110.6793,31.3596,8/1/2022,9/26/2022,56,None, ,Trail game, ,2059524,SIA018,60,Camera Functioning,Chest height, ,Parallel, , , , ,Harrity,Forest,Wild, , , , , 
Snapshot USA 2022,AZ_Forest_1103_20220722,AZ_Forest_1103,-110.6583,31.3594,8/1/2022,9/26/2022,56,None, ,None, ,2059536,SIA011,60,Camera Functioning,Knee height, ,Parallel, , , , ,Harrity,Forest,Wild, , , , , 
Snapshot USA 2022,AZ_Forest_1104_20220722,AZ_Forest_1104,-110.6898,31.3506,8/1/2022,9/26/2022,56,None, ,Other, ,2059549,SIA017,60,Camera Functioning,Chest height, ,Pointed Downward, , , , ,Harrity,Forest,Wild, , , , , 
Snapshot USA 2022,WA_Forest_OP_08/16/2022,Forest,-122.8161,47.9153,8/16/2022,10/11/2022,56,None, ,None,Random placement,2067072,Cam64,0,Camera Functioning,Knee height, ,Parallel, , , , ,OlympicPeninsula,Forest,Wild, , , , , 
Snapshot USA 2022,NC_Forest_Um22_25 08/22/2022,Um22_25,-78.7715,35.8492,8/22/2022,10/17/2022,56,None, ,None, ,2055086,0,0,Camera Functioning,Knee height, ,Parallel, , , , ,Umstead,Forest,Suburban, , , , , 
Snapshot USA 2022,NC_Forest_Um22_27 08/24/2022,Um22_27,-78.7416,35.8547,8/24/2022,10/19/2022,56,None, ,None, ,2045044,0,0,Camera Functioning,Knee height, ,Parallel, , , , ,Umstead,Forest,Suburban, , , , , 
Snapshot USA 2022,NC_Forest_Um22_31 08/24/2022,Um22_31,-78.7417,35.8571,8/24/2022,10/19/2022,56,None, ,None, ,2045044,0,0,Camera Functioning,Knee height, ,Parallel, , , , ,Umstead,Forest,Suburban, , , , , 
Snapshot USA 2022,NC_Forest_Um22_39 08/24/2022,Um22_39,-78.7443,35.8547,8/24/2022,10/19/2022,56,None, ,None, ,2045044,0,0,Camera Functioning,Knee height, ,Parallel, , , , ,Umstead,Forest,Suburban, , , , , 
Snapshot USA 2022,NC_Forest_Um22_42 08/24/2022,Um22_42,-78.7442,35.8573,8/24/2022,10/19/2022,56,None, ,None, ,2045044,0,0,Camera Functioning,Knee height, ,Parallel, , , , ,Umstead,Forest,Suburban, , , , , 
Snapshot USA 2022,NC_Forest_Um22_44 08/24/2022,Um22_44,-78.7448,35.8604,8/24/2022,10/19/2022,56,None, ,None, ,2045044,0,0,Camera Functioning,Knee height, ,Parallel, , , , ,Umstead,Forest,Suburban, , , , , 
Snapshot USA 2022,FL_Forest_Balu_ALC21,ALC21,-82.1583,29.7260,8/30/2022,10/25/2022,56,None, ,Road dirt,"Cameras split between on and off road locations, road used by Alachua County staff for restoration/maintenance only",2058758,Bushnell 119717CW,1,Camera Functioning,Knee height, ,Parallel, , , , ,Balu,Forest,Rural,"Cameras spaced ~1km apart, approximately equally divided between on and off road locations, set to target bobcat, coyote, and black bear", , , ,Matt Hallett
Snapshot USA 2022,FL_Forest_Balu_ALC27,ALC27,-82.1534,29.7384,8/31/2022,10/26/2022,56,None, ,None,"Cameras split between on and off road locations, off road locations identified by presence of animals sign (coyote, bobcat, black bear)",2058760,Bushnell 24 MP Core Prime,1,Camera Functioning,Knee height, ,Parallel, , , , ,Balu,Forest,Rural,"Cameras spaced ~1km apart, approximately equally divided between on and off road locations, set to target bobcat, coyote, and black bear", , , ,Matt Hallett
Snapshot USA 2022,NY_Anthropogenic_NYC_22_loc51 08/31/2022,NY_Anthropogenic_NYC_22_loc51,-73.9235,40.8568,8/31/2022,10/26/2022,56,None, ,None, ,2064237,MRG_Col6,0,Camera Functioning,Knee height, ,Parallel, , , , ,NYC,Anthropogenic,Urban, , , , , 
Snapshot USA 2022,NY_Anthropogenic_NYC_22_loc52 08/31/2022,NY_Anthropogenic_NYC_22_loc52,-73.9274,40.8501,8/31/2022,10/26/2022,56,None, ,Trail hiking, ,2030014,MRG_Col3,0,Camera Functioning,Chest height, ,Parallel, , , , ,NYC,Anthropogenic,Urban, , , , , 
Snapshot USA 2022,WI_Forest_Stenglein_22_05,WI_Forest_Stenglein_22_05,-90.8992,46.1725,9/1/2022,10/27/2022,56,None, ,Trail game, ,2062451,2128,15,Camera Functioning,Knee height, ,Parallel, , , , ,Stenglein,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_01_01,UIEF_22_01,-116.8107,46.7995,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_02_01,UIEF_22_02,-116.8189,46.7997,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_03_01,UIEF_22_03,-116.8189,46.8013,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_04_01,UIEF_22_04,-116.8199,46.8024,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_05_01,UIEF_22_05,-116.8221,46.8017,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_07_01,UIEF_22_07,-116.8247,46.8025,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_08_01,UIEF_22_08,-116.8265,46.8036,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_09_01,UIEF_22_09,-116.8279,46.8019,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_10_01,UIEF_22_10,-116.8307,46.8022,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_11_01,UIEF_22_11,-116.8107,46.7995,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_12_01,UIEF_22_12,-116.8095,46.7986,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_13_01,UIEF_22_13,-116.8079,46.7977,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_14_01,UIEF_22_14,-116.8069,46.7966,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_15_01,UIEF_22_15,-116.8073,46.7948,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_16_01,UIEF_22_16,-116.8104,46.7968,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_17_01,UIEF_22_17,-116.8142,46.7987,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_18_01,UIEF_22_18,-116.8146,46.7970,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_19_01,UIEF_22_19,-116.8165,46.7996,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_20_01,UIEF_22_20,-116.8125,46.7957,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_31_01,UIEF_22_31,-116.8109,46.7986,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_32_01,UIEF_22_32,-116.8093,46.8009,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_33_01,UIEF_22_33,-116.8074,46.7977,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_34_01,UIEF_22_34,-116.8096,46.7997,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_35_01,UIEF_22_35,-116.8143,46.7998,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_36_01,UIEF_22_36,-116.8149,46.7967,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_37_01,UIEF_22_37,-116.8159,46.7949,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_38_01,UIEF_22_38,-116.8185,46.7940,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_39_01,UIEF_22_39,-116.8102,46.8007,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_40_01,UIEF_22_40,-116.8118,46.8026,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_41_01,UIEF_22_41,-116.8081,46.7971,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_42_01,UIEF_22_42,-116.8080,46.8000,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_43_01,UIEF_22_43,-116.8122,46.7941,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_44_01,UIEF_22_44,-116.8161,46.7919,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_54_01,UIEF_22_54,-116.8078,46.7983,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,ID_Forest_Rachlow_UIEF_22_55_01,UIEF_22_55,-116.8099,46.7978,9/4/2022,10/30/2022,56,None, ,None, ,2067124,CameraName,0,Camera Functioning,Knee height, ,Parallel, , , , ,Rachlow,Forest,Wild, , , , , 
Snapshot USA 2022,PA_Forest_Gettysburg_College_22_01 09/09/2022,PA_Forest_Gettysburg_College_22_01,-77.2165,39.8131,9/9/2022,11/4/2022,56,None, ,Other,stone wall,2026488,1,30,Camera Functioning,Knee height, ,Parallel, , , , ,Gettysburg,Grassland,Rural, , , , , 
Snapshot USA 2022,PA_Forest_Gettysburg_College_22_02 09/09/2022,PA_Forest_Gettysburg_College_22_02,-77.2195,39.8148,9/9/2022,11/4/2022,56,None, ,None, ,2026489,2,30,Camera Functioning,Knee height, ,Parallel, , , , ,Gettysburg,Grassland,Rural, , , , , 
Snapshot USA 2022,PA_Forest_Gettysburg_College_22_10 09/09/2022,PA_Forest_Gettysburg_College_22_10,-77.2202,39.8227,9/9/2022,11/4/2022,56,None, ,None, ,2026542,10,30,Camera Functioning,Knee height, ,Parallel, , , , ,Gettysburg,Grassland,Rural, , , , , 
Snapshot USA 2022,PA_Forest_Gettysburg_College_22_11 09/09/2022,PA_Forest_Gettysburg_College_2022_11,-77.2229,39.8248,9/9/2022,11/4/2022,56,None, ,Other,fence line,2061833,Gburg0011,30,Camera Functioning,Knee height, ,Parallel, , , , ,Gettysburg,Grassland,Rural, , , , , 
Snapshot USA 2022,TN_Grassland_SoakCreek_22_Cam04 09/09/2022,TN_Grassland_SoakCreek_22_Cam04,-84.9153,35.7569,9/9/2022,11/4/2022,56,None, ,Trail game, ,2062771,Cam04,1,Camera Functioning,Knee height, ,Parallel, , , , ,SoakCreek,Grassland,Wild, , , , , 
Snapshot USA 2022,TN_Grassland_SoakCreek_22_Cam08 09/09/2022,TN_Grassland_SoakCreek_22_Cam08,-84.9093,35.7555,9/9/2022,11/4/2022,56,None, ,Trail hiking, ,2062728,Cam08,1,Camera Functioning,Knee height, ,Parallel, , , , ,SoakCreek,Grassland,Wild, , , , , 
Snapshot USA 2022,TN_Grassland_SoakCreek_22_Cam13 09/09/2022,TN_Grassland_SoakCreek_22_Cam13,-84.9060,35.7504,9/9/2022,11/4/2022,56,None, ,Trail game, ,2062724,Cam013,1,Camera Functioning,Knee height, ,Parallel, , , , ,SoakCreek,Grassland,Wild, , , , , 
Snapshot USA 2022,TN_Grassland_SoakCreek_22_Cam15 09/09/2022,TN_Grassland_SoakCreek_22_Cam15,-84.9192,35.7484,9/9/2022,11/4/2022,56,None, ,Trail hiking, ,2062727,Cam015,1,Camera Functioning,Knee height, ,Parallel, , , , ,SoakCreek,Grassland,Wild, , , , , 
