Array,Site_Name,Year,Latitude,Longitude,Start_Date,End_Date,Survey_Nights,Habitat,Development_Level,Humans_Per_Camera,Humans_Per_Camera_Per_Day,Disturbance
YoakumDunes,TX_Grassland_YoakumDunes_22_dep01 09/28/2022_2022,2022,33.4086176,-102.6628445,2022-09-29,2022-11-14,46,Grassland,Wild,1,0.0217391304347826,0.200343459844589
YoakumDunes,TX_Grassland_YoakumDunes_23_Bunkhouse 09/13/2023_2023,2023,33.4100612,-102.6735922,2023-09-14,2023-10-21,37,Grassland,Wild,0,0,0.200491160154343
YoakumDunes,TX_Grassland_YoakumDunes_23_EDT 09/13/2023_2023,2023,33.408428,-102.663208,2023-09-13,2023-11-01,49,Grassland,Wild,0,0,0.200343459844589
YoakumDunes,TX_Grassland_YoakumDunes_23_MDT 09/13/2023_2023,2023,33.405829,-102.674661,2023-09-13,2023-10-06,23,Grassland,Wild,2,0.0869565217391304,0.200491160154343
YoakumDunes,TX_Grassland_YoakumDunes_23_Middle 09/13/2023_2023,2023,33.402965,-102.698472,2023-09-13,2023-10-31,48,Grassland,Wild,3,0.0625,0.153376221656799
YoakumDunes,TX_Grassland_YoakumDunes_23_PigTrap 09/13/2023_2023,2023,33.402469,-102.652339,2023-09-13,2023-11-01,49,Grassland,Wild,0,0,0.190662115812302
YoakumDunes,TX_Grassland_YoakumDunes_23_WDT 09/13/2023_2023,2023,33.40425,-102.700023,2023-09-13,2023-10-31,48,Grassland,Wild,1,0.0208333333333333,0.153376221656799
YoakumDunes,TX_Grassland_YoakumDunes_23_West 09/01/2023_2023,2023,33.403084,-102.712222,2023-09-01,2023-10-31,60,Grassland,Wild,0,0,0.182196527719498
YoakumDunes,TX_Grassland_YoakumDunes_23_pens 09/13/2023_2023,2023,33.405826,-102.668921,2023-09-13,2023-10-23,40,Grassland,Wild,1,0.025,0.200491160154343
AandM,TX_Shrubland_A&M_CCR002_2022,2022,26.214129,-97.430589,2022-09-18,2022-11-19,62,Forest,Rural,11,0.17741935483871,0.413613587617874
AandM,TX_Shrubland_A&M_CCR004_2022,2022,26.218732,-97.430205,2022-09-17,2022-11-18,62,Forest,Rural,1,0.0161290322580645,0.355574309825897
AandM,TX_Shrubland_A&M_CCR006_2022,2022,26.223272,-97.429897,2022-09-17,2022-11-19,63,Forest,Rural,5,0.0793650793650794,0.355574309825897
AandM,TX_Shrubland_A&M_CCR008_2022,2022,26.227761,-97.429525,2022-09-17,2022-11-19,63,Forest,Rural,5,0.0793650793650794,0.355574309825897
AandM,TX_Shrubland_A&M_CCR010_2022,2022,26.211843,-97.428211,2022-09-17,2022-11-19,63,Forest,Rural,2,0.0317460317460317,0.413613587617874
AandM,TX_Shrubland_A&M_CCR012_2022,2022,26.216296,-97.427967,2022-09-17,2022-11-19,63,Forest,Rural,2,0.0317460317460317,0.413613587617874
AandM,TX_Shrubland_A&M_CCR014_2022,2022,26.220783,-97.427502,2022-09-17,2022-11-18,62,Forest,Rural,1,0.0161290322580645,0.355574309825897
AandM,TX_Shrubland_A&M_CCR016_2022,2022,26.225291,-97.427057,2022-09-17,2022-11-19,63,Forest,Rural,1,0.0158730158730159,0.355574309825897
AandM,TX_Shrubland_A&M_CCR018_2022,2022,26.230307,-97.426579,2022-09-17,2022-11-19,63,Forest,Rural,2,0.0317460317460317,0.270732700824738
AandM,TX_Shrubland_A&M_CCR020_2022,2022,26.211775,-97.425708,2022-09-18,2022-11-19,62,Forest,Rural,1,0.0161290322580645,0.413613587617874
AandM,TX_Shrubland_A&M_CCR022_2022,2022,26.2163,-97.425495,2022-09-17,2022-11-19,63,Forest,Rural,1,0.0158730158730159,0.413613587617874
AandM,TX_Shrubland_A&M_CCR024_2022,2022,26.220708,-97.424821,2022-09-18,2022-11-17,60,Forest,Rural,0,0,0.229642868041992
AandM,TX_Shrubland_A&M_CCR026_2022,2022,26.225231,-97.424545,2022-09-20,2022-11-19,60,Forest,Rural,8,0.133333333333333,0.229642868041992
AandM,TX_Shrubland_A&M_CCR028_2022,2022,26.229775,-97.424175,2022-09-22,2022-11-19,58,Forest,Rural,1,0.0172413793103448,0.183583378791809
AransasNWR,TX_Wetland_Wild_AransasNWR_23_031_2023,2023,28.305,-96.82483,2023-08-18,2023-10-24,67,Wetland,Wild,2,0.0298507462686567,0.34670215845108
AransasNWR,TX_Wetland_Wild_AransasNWR_23_032_2023,2023,28.25109,-96.88066,2023-08-19,2023-11-11,84,Wetland,Wild,2,0.0238095238095238,0.209615737199783
AransasNWR,TX_Wetland_Wild_AransasNWR_23_033_2023,2023,28.26765,-96.85909,2023-09-19,2023-11-11,53,Wetland,Wild,4,0.0754716981132075,0.405539989471436
AransasNWR,TX_Wetland_Wild_AransasNWR_23_034_2023,2023,28.2839,-96.82527,2023-08-22,2023-11-11,81,Wetland,Wild,2,0.0246913580246914,0.328275322914124
AransasNWR,TX_Wetland_Wild_AransasNWR_23_035_2023,2023,28.22436,-96.8605,2023-08-18,2023-11-11,85,Wetland,Wild,5,0.0588235294117647,0.130925238132477
AransasNWR,TX_Wetland_Wild_AransasNWR_23_036B_2023,2023,28.25244,-96.8095,2023-08-19,2023-11-11,84,Wetland,Wild,3,0.0357142857142857,0.223233699798584
AransasNWR,TX_Wetland_Wild_AransasNWR_23_037_2023,2023,28.21364,-96.87918,2023-09-03,2023-11-11,69,Wetland,Wild,1,0.0144927536231884,0.246982723474503
AransasNWR,TX_Wetland_Wild_AransasNWR_23_038_2023,2023,28.2236,-96.92686,2023-08-18,2023-09-28,41,Wetland,Wild,0,0,0.224748939275742
AransasNWR,TX_Wetland_Wild_AransasNWR_23_038_B_2023,2023,28.2236,-96.92686,2023-09-28,2023-11-11,44,Wetland,Wild,1,0.0227272727272727,0.224748939275742
AransasNWR,TX_Wetland_Wild_AransasNWR_23_039_2023,2023,28.15542,-96.94225,2023-08-18,2023-11-11,85,Wetland,Wild,3,0.0352941176470588,0.207842618227005
AransasNWR,TX_Wetland_Wild_AransasNWR_23_040_2023,2023,28.18574,-96.90951,2023-08-18,2023-11-11,85,Wetland,Wild,2,0.0235294117647059,0.243959248065948
Kingsville,TX_grassland_rural_tamuk1_2023,2023,27.5491,-97.8919,2023-10-06,2023-11-21,46,Grassland,Rural,2,0.0434782608695652,0.514723718166351
Mortelliti,Telos_snap1 08/26/2021_2021,2021,46.19214,-69.18497,2021-08-27,2021-11-09,74,Forest,Wild,0,0,0.183115005493164
Mortelliti,Telos_snap3 08/26/2021_2021,2021,46.18702,-69.18774,2021-08-30,2021-08-30,0,Forest,Wild,0,0,0.232610255479813
Mortelliti,Telos_snap4 08/26/2021_2021,2021,46.18464,-69.18991,2021-09-06,2021-11-11,66,Forest,Wild,0,0,0.232610255479813
Mortelliti,Telos_snap5 08/26/2021_2021,2021,46.1825,-69.1921,2021-09-04,2021-11-06,63,Forest,Wild,0,0,0.232107549905777
Mortelliti,Telos_snap7 08/26/2021_2021,2021,46.17804,-69.19831,2021-08-27,2021-11-10,75,Forest,Wild,0,0,0.19839546084404
Mortelliti,Telos_snap8b 08/26/2021_2021,2021,46.17568,-69.20183,2021-09-10,2021-11-02,53,Forest,Wild,0,0,0.212202847003937
Mortelliti,Telos_snap9 08/26/2021_2021,2021,46.17294,-69.2046,2021-08-31,2021-10-29,59,Forest,Wild,0,0,0.212202847003937
Umstead,UM20_10b_2020,2020,35.83315,-78.73652,2020-08-24,2020-09-24,31,Forest,Suburban,2,0.0645161290322581,0.689830124378204
Umstead,UM_Forest_Umstead_UM9_2023_2023,2023,35.83344,-78.74025,2023-09-01,2023-11-11,71,Forest,Suburban,1,0.0140845070422535,0.65970778465271
SLC,UT_Anthropogenic_SLC_22_dep_03_2022,2022,40.80278,-111.93413,2022-08-31,2022-10-31,61,Desert,Urban,16,0.262295081967213,0.809795141220093
SLC,UT_Anthropogenic_SLC_22_dep_05_2022,2022,40.8074,-111.93739,2022-08-31,2022-10-31,61,Desert,Urban,4,0.0655737704918033,0.809795141220093
SLC,UT_Anthropogenic_Urban_SLC_22_dep_01_2022,2022,40.81761,-111.94307,2022-09-01,2022-10-31,60,Desert,Urban,22,0.366666666666667,0.855601608753204
SLC,UT_Anthropogenic_Urban_SLC_22_dep_02_2022,2022,40.81341,-111.94269,2022-09-01,2022-10-31,60,Desert,Urban,18,0.3,0.855601608753204
SLC,UT_Anthropogenic_Urban_SLC_22_dep_06_2022,2022,40.79193,-111.93728,2022-09-01,2022-10-31,60,Desert,Urban,27,0.45,0.817013502120972
SLC,UT_Anthropogenic_Urban_SLC_22_dep_07_2022,2022,40.7426,-111.9176,2022-09-09,2022-09-30,21,Desert,Urban,1,0.0476190476190476,0.784183502197266
SLC,UT_Anthropogenic_Urban_SLC_22_dep_10_2022,2022,40.70831,-111.92535,2022-08-31,2022-10-31,61,Desert,Urban,3,0.0491803278688525,0.828951001167297
SLC,UT_Anthropogenic_Urban_SLC_22_dep_15_2022,2022,40.64153,-111.92131,2022-09-01,2022-10-31,60,Desert,Urban,22,0.366666666666667,0.77882444858551
SLC,UT_Anthropogenic_Urban_SLC_22_dep_17_2022,2022,40.59659,-111.91725,2022-08-22,2022-10-31,70,Desert,Urban,4,0.0571428571428571,0.830569505691528
SLC,UT_Anthropogenic_Urban_SLC_22_dep_18_2022,2022,40.59299,-111.91278,2022-08-31,2022-10-31,61,Desert,Urban,11,0.180327868852459,0.830569505691528
SLC,UT_Anthropogenic_Urban_SLC_22_dep_19_2022,2022,40.599,-111.91945,2022-08-29,2022-10-30,62,Desert,Urban,7,0.112903225806452,0.807119011878967
SLC,UT_Anthropogenic_Urban_SLC_22_dep_20_2022,2022,40.56865,-111.88088,2022-08-31,2022-10-31,61,Desert,Urban,13,0.213114754098361,0.895712614059448
SLC,UT_Anthropogenic_Urban_SLC_22_dep_21_2022,2022,40.56879,-111.91214,2022-08-31,2022-10-31,61,Desert,Urban,3,0.0491803278688525,0.842151165008545
SLC,UT_Anthropogenic_Urban_SLC_22_dep_22_2022,2022,40.5676,-111.91063,2022-08-31,2022-10-31,61,Desert,Urban,8,0.131147540983607,0.842151165008545
SLC,UT_Anthropogenic_Urban_SLC_22_dep_23_2022,2022,40.55564,-111.90908,2022-08-31,2022-10-31,61,Desert,Urban,10,0.163934426229508,0.856407880783081
SLC,UT_Anthropogenic_Urban_SLC_22_dep_24_2022,2022,40.55074,-111.91567,2022-09-01,2022-10-31,60,Desert,Urban,4,0.0666666666666667,0.79498702287674
SLC,UT_Anthropogenic_Urban_SLC_22_dep_25_2022,2022,40.543461,-111.915969,2022-08-31,2022-10-31,61,Desert,Urban,5,0.0819672131147541,0.79498702287674
SLC,UT_Anthropogenic_Urban_SLC_23_dep_00_2023,2023,40.85159,-111.96394,2023-09-05,2023-10-31,56,Desert,Urban,18,0.321428571428571,0.683671057224274
SLC,UT_Anthropogenic_Urban_SLC_23_dep_01_2023,2023,40.84831,-111.959,2023-09-01,2023-10-30,59,Desert,Urban,4,0.0677966101694915,0.74995619058609
SLC,UT_Anthropogenic_Urban_SLC_23_dep_02_2023,2023,40.81804,-111.94304,2023-09-02,2023-10-31,59,Desert,Urban,3,0.0508474576271186,0.855601608753204
SLC,UT_Anthropogenic_Urban_SLC_23_dep_03_2023,2023,40.81039,-111.94069,2023-09-01,2023-10-30,59,Desert,Urban,3,0.0508474576271186,0.855601608753204
SLC,UT_Anthropogenic_Urban_SLC_23_dep_04_2023,2023,40.80285,-111.93411,2023-09-01,2023-10-30,59,Desert,Urban,19,0.322033898305085,0.809795141220093
SLC,UT_Anthropogenic_Urban_SLC_23_dep_05B_2023,2023,40.80742,-111.93736,2023-08-30,2023-10-04,35,Desert,Urban,2,0.0571428571428571,0.809795141220093
SLC,UT_Anthropogenic_Urban_SLC_23_dep_05_2023,2023,40.80742,-111.93736,2023-10-04,2023-10-31,27,Desert,Urban,7,0.259259259259259,0.809795141220093
SLC,UT_Anthropogenic_Urban_SLC_23_dep_07_2023,2023,40.70816,-111.92569,2023-09-04,2023-10-31,57,Desert,Urban,14,0.245614035087719,0.828951001167297
SLC,UT_Anthropogenic_Urban_SLC_23_dep_08_2023,2023,40.71143,-111.92931,2023-09-03,2023-10-31,58,Desert,Urban,18,0.310344827586207,0.837878525257111
SLC,UT_Anthropogenic_Urban_SLC_23_dep_09_2023,2023,40.66474,-111.90809,2023-09-02,2023-10-31,59,Desert,Urban,6,0.101694915254237,0.818336248397827
SLC,UT_Anthropogenic_Urban_SLC_23_dep_11_2023,2023,40.62202,-111.92222,2023-09-05,2023-10-31,56,Desert,Urban,15,0.267857142857143,0.799633502960205
SLC,UT_Anthropogenic_Urban_SLC_23_dep_12_2023,2023,40.59659,-111.91725,2023-09-01,2023-10-31,60,Desert,Urban,2,0.0333333333333333,0.830569505691528
SLC,UT_Anthropogenic_Urban_SLC_23_dep_13_2023,2023,40.59303,-111.91276,2023-09-01,2023-10-31,60,Desert,Urban,17,0.283333333333333,0.830569505691528
SLC,UT_Anthropogenic_Urban_SLC_23_dep_16_2023,2023,40.5676,-111.91063,2023-09-01,2023-10-30,59,Desert,Urban,4,0.0677966101694915,0.842151165008545
SLC,UT_Anthropogenic_Urban_SLC_23_dep_17_2023,2023,40.56879,-111.91214,2023-09-01,2023-10-30,59,Desert,Urban,5,0.0847457627118644,0.842151165008545
SLC,UT_Anthropogenic_Urban_SLC_23_dep_18_2023,2023,40.55572,-111.90914,2023-09-01,2023-10-31,60,Desert,Urban,9,0.15,0.856407880783081
SLC,UT_Anthropogenic_Urban_SLC_23_dep_19_2023,2023,40.54348,-111.91599,2023-09-01,2023-10-31,60,Desert,Urban,6,0.1,0.79498702287674
CottonwoodCanyon,UT_Desert_10_Cottonwood Canyon Rd_2022,2022,37.18409,-113.55845,2022-09-25,2022-10-30,35,Desert,Wild,2,0.0571428571428571,0.11446687579155
CottonwoodCanyon,UT_Desert_11_Cottonwood Canyon Rd_2022,2022,37.1858,-113.5578,2022-08-30,2022-10-27,58,Desert,Wild,1,0.0172413793103448,0.11446687579155
CottonwoodCanyon,UT_Desert_12_Cottonwood Canyon Rd_2022,2022,37.18765,-113.55784,2022-08-28,2022-10-29,62,Desert,Wild,1,0.0161290322580645,0.11446687579155
CottonwoodCanyon,UT_Desert_13_Cottonwood Canyon Rd_2022,2022,37.18952,-113.55767,2022-08-28,2022-10-30,63,Desert,Wild,1,0.0158730158730159,0.128192245960236
CottonwoodCanyon,UT_Desert_14_Cottonwood Canyon Rd_2022,2022,37.1906,-113.55586,2022-09-09,2022-10-19,40,Desert,Wild,0,0,0.128192245960236
CottonwoodCanyon,UT_Desert_15_Cottonwood Canyon Rd_2022,2022,37.19235,-113.55486,2022-08-28,2022-10-30,63,Desert,Wild,0,0,0.128192245960236
CottonwoodCanyon,UT_Desert_1_Cottonwood Canyon Rd_2022,2022,37.17326,-113.55748,2022-09-02,2022-10-30,58,Desert,Wild,0,0,0.0804984867572784
CottonwoodCanyon,UT_Desert_2_Cottonwood Canyon Rd_2022,2022,37.17511,-113.55705,2022-08-28,2022-10-30,63,Desert,Wild,0,0,0.0804984867572784
CottonwoodCanyon,UT_Desert_3_Cottonwood Canyon Rd_2022,2022,37.17694,-113.55662,2022-08-30,2022-10-29,60,Desert,Wild,1,0.0166666666666667,0.0804984867572784
CottonwoodCanyon,UT_Desert_4_Cottonwood Canyon Rd_2022,2022,37.17874,-113.55633,2022-09-07,2022-10-25,48,Desert,Wild,0,0,0.0804984867572784
CottonwoodCanyon,UT_Desert_5_Cottonwood Canyon Rd_2022,2022,37.17887,-113.55866,2022-09-05,2022-10-30,55,Desert,Wild,0,0,0.0804984867572784
CottonwoodCanyon,UT_Desert_6_Cottonwood Canyon Rd_2022,2022,37.17996,-113.56057,2022-08-29,2022-10-30,62,Desert,Wild,0,0,0.113791882991791
CottonwoodCanyon,UT_Desert_7_Cottonwood Canyon Rd_2022,2022,37.18161,-113.56165,2022-08-29,2022-10-20,52,Desert,Wild,0,0,0.113791882991791
CottonwoodCanyon,UT_Desert_8_Cottonwood Canyon Rd_2022,2022,37.18292,-113.56338,2022-08-29,2022-10-21,53,Desert,Wild,0,0,0.113791882991791
CottonwoodCanyon,UT_Desert_9_Cottonwood Canyon Rd_2022,2022,37.18252,-113.55966,2022-08-28,2022-10-29,62,Desert,Wild,1,0.0161290322580645,0.11446687579155
CottonwoodCanyon,UT_Desert_Cottonwood_Canyon_Road_20_01_2020,2020,37.17326,-113.55748,2020-08-30,2020-10-31,62,Desert,Wild,10,0.161290322580645,0.0804984867572784
CottonwoodCanyon,UT_Desert_Cottonwood_Canyon_Road_20_02_2020,2020,37.17511,-113.55704,2020-08-30,2020-10-31,62,Desert,Wild,8,0.129032258064516,0.0804984867572784
CottonwoodCanyon,UT_Desert_Cottonwood_Canyon_Road_20_03_2020,2020,37.17694,-113.55662,2020-08-30,2020-10-31,62,Desert,Wild,12,0.193548387096774,0.0804984867572784
CottonwoodCanyon,UT_Desert_Cottonwood_Canyon_Road_20_04_2020,2020,37.17875,-113.55634,2020-08-30,2020-10-31,62,Desert,Wild,11,0.17741935483871,0.0804984867572784
CottonwoodCanyon,UT_Desert_Cottonwood_Canyon_Road_20_05_2020,2020,37.17887,-113.55865,2020-08-30,2020-10-31,62,Desert,Wild,11,0.17741935483871,0.0804984867572784
CottonwoodCanyon,UT_Desert_Cottonwood_Canyon_Road_20_06_2020,2020,37.17996,-113.56058,2020-09-01,2020-10-27,56,Desert,Wild,6,0.107142857142857,0.113791882991791
CottonwoodCanyon,UT_Desert_Cottonwood_Canyon_Road_20_07_2020,2020,37.18161,-113.56165,2020-08-31,2020-10-31,61,Desert,Wild,7,0.114754098360656,0.113791882991791
CottonwoodCanyon,UT_Desert_Cottonwood_Canyon_Road_20_08_2020,2020,37.18292,-113.56339,2020-08-31,2020-10-31,61,Desert,Wild,7,0.114754098360656,0.113791882991791
CottonwoodCanyon,UT_Desert_Cottonwood_Canyon_Road_20_09_2020,2020,37.18252,-113.55965,2020-08-31,2020-10-31,61,Desert,Wild,6,0.0983606557377049,0.11446687579155
CottonwoodCanyon,UT_Desert_Cottonwood_Canyon_Road_20_10_2020,2020,37.18409,-113.55846,2020-09-03,2020-10-31,58,Desert,Wild,6,0.103448275862069,0.11446687579155
CottonwoodCanyon,UT_Desert_Cottonwood_Canyon_Road_20_11_2020,2020,37.1858,-113.55779,2020-08-31,2020-10-31,61,Desert,Wild,3,0.0491803278688525,0.11446687579155
CottonwoodCanyon,UT_Desert_Cottonwood_Canyon_Road_20_12_2020,2020,37.18765,-113.55784,2020-08-31,2020-10-31,61,Desert,Wild,5,0.0819672131147541,0.11446687579155
CottonwoodCanyon,UT_Desert_Cottonwood_Canyon_Road_20_13_2020,2020,37.18952,-113.55768,2020-08-30,2020-10-31,62,Desert,Wild,10,0.161290322580645,0.128192245960236
CottonwoodCanyon,UT_Desert_Cottonwood_Canyon_Road_20_14_2020,2020,37.1906,-113.55586,2020-08-30,2020-10-31,62,Desert,Wild,6,0.0967741935483871,0.128192245960236
CottonwoodCanyon,UT_Desert_Cottonwood_Canyon_Road_20_15_2020,2020,37.19235,-113.55486,2020-08-30,2020-10-31,62,Desert,Wild,6,0.0967741935483871,0.128192245960236
RedCliffs,UT_Desert_Red_Cliffs_10_2019,2019,37.211,-113.437,2019-08-31,2019-10-31,61,Desert,Wild,7,0.114754098360656,0.161675602197647
RedCliffs,UT_Desert_Red_Cliffs_11_2019,2019,37.19834,-113.44536,2019-09-08,2019-11-02,55,Desert,Wild,11,0.2,0.178321689367294
RedCliffs,UT_Desert_Red_Cliffs_12_2019,2019,37.19855,-113.44761,2019-09-08,2019-11-02,55,Desert,Wild,9,0.163636363636364,0.178321689367294
RedCliffs,UT_Desert_Red_Cliffs_13_2019,2019,37.19862,-113.44987,2019-09-08,2019-11-02,55,Desert,Wild,8,0.145454545454545,0.178321689367294
RedCliffs,UT_Desert_Red_Cliffs_14_2019,2019,37.20063,-113.44884,2019-09-08,2019-11-02,55,Desert,Wild,8,0.145454545454545,0.18315589427948
RedCliffs,UT_Desert_Red_Cliffs_15_2019,2019,37.20089,-113.4511,2019-09-08,2019-11-02,55,Desert,Wild,7,0.127272727272727,0.18315589427948
RedCliffs,UT_Desert_Red_Cliffs_1_2019,2019,37.19709,-113.43764,2019-08-31,2019-11-02,63,Desert,Wild,20,0.317460317460317,0.452300518751144
RedCliffs,UT_Desert_Red_Cliffs_3_2019,2019,37.1993,-113.44138,2019-08-31,2019-11-02,63,Desert,Wild,15,0.238095238095238,0.215368866920471
RedCliffs,UT_Desert_Red_Cliffs_4_2019,2019,37.20108,-113.44259,2019-08-31,2019-11-02,63,Desert,Wild,12,0.19047619047619,0.18315589427948
RedCliffs,UT_Desert_Red_Cliffs_5_2019,2019,37.20264,-113.44116,2019-08-31,2019-11-02,63,Desert,Wild,13,0.206349206349206,0.215368866920471
RedCliffs,UT_Desert_Red_Cliffs_6_2019,2019,37.20436,-113.44064,2019-08-31,2019-11-02,63,Desert,Wild,15,0.238095238095238,0.215368866920471
RedCliffs,UT_Desert_Red_Cliffs_7_2019,2019,37.20614,-113.44035,2019-08-31,2019-11-02,63,Desert,Wild,12,0.19047619047619,0.215368866920471
RedCliffs,UT_Desert_Red_Cliffs_8_2019,2019,37.20766,-113.43891,2019-08-31,2019-11-02,63,Desert,Wild,8,0.126984126984127,0.215368866920471
RedCliffs,UT_Desert_Red_Cliffs_9_2019,2019,37.20941,-113.43841,2019-08-31,2019-11-02,63,Desert,Wild,8,0.126984126984127,0.161675602197647
CottonwoodCanyon,UT_Desert_Wild_CottonwoodCanyon_23.10_2023,2023,37.184088,-113.558455,2023-09-02,2023-11-04,63,Desert,Wild,4,0.0634920634920635,0.11446687579155
CottonwoodCanyon,UT_Desert_Wild_CottonwoodCanyon_23.11_2023,2023,37.185801,-113.557796,2023-09-10,2023-11-04,55,Desert,Wild,4,0.0727272727272727,0.11446687579155
CottonwoodCanyon,UT_Desert_Wild_CottonwoodCanyon_23.12_2023,2023,37.187651,-113.557838,2023-09-05,2023-11-04,60,Desert,Wild,4,0.0666666666666667,0.11446687579155
CottonwoodCanyon,UT_Desert_Wild_CottonwoodCanyon_23.13_2023,2023,37.189518,-113.557675,2023-09-07,2023-11-04,58,Desert,Wild,4,0.0689655172413793,0.128192245960236
CottonwoodCanyon,UT_Desert_Wild_CottonwoodCanyon_23.14_2023,2023,37.190603,-113.555863,2023-09-04,2023-11-04,61,Desert,Wild,4,0.0655737704918033,0.128192245960236
CottonwoodCanyon,UT_Desert_Wild_CottonwoodCanyon_23.15_2023,2023,37.19235,-113.554857,2023-09-02,2023-11-04,63,Desert,Wild,5,0.0793650793650794,0.128192245960236
CottonwoodCanyon,UT_Desert_Wild_CottonwoodCanyon_23.1_2023,2023,37.173257,-113.557482,2023-09-02,2023-11-04,63,Desert,Wild,6,0.0952380952380952,0.0804984867572784
CottonwoodCanyon,UT_Desert_Wild_CottonwoodCanyon_23.2_2023,2023,37.175109,-113.557047,2023-09-02,2023-11-04,63,Desert,Wild,6,0.0952380952380952,0.0804984867572784
CottonwoodCanyon,UT_Desert_Wild_CottonwoodCanyon_23.3_2023,2023,37.176944,-113.556616,2023-09-02,2023-11-04,63,Desert,Wild,5,0.0793650793650794,0.0804984867572784
CottonwoodCanyon,UT_Desert_Wild_CottonwoodCanyon_23.4_2023,2023,37.178745,-113.556332,2023-09-05,2023-11-04,60,Desert,Wild,7,0.116666666666667,0.0804984867572784
CottonwoodCanyon,UT_Desert_Wild_CottonwoodCanyon_23.5_2023,2023,37.178875,-113.558658,2023-09-02,2023-11-04,63,Desert,Wild,7,0.111111111111111,0.0804984867572784
CottonwoodCanyon,UT_Desert_Wild_CottonwoodCanyon_23.6_2023,2023,37.179959,-113.560574,2023-09-03,2023-11-04,62,Desert,Wild,7,0.112903225806452,0.113791882991791
CottonwoodCanyon,UT_Desert_Wild_CottonwoodCanyon_23.7_2023,2023,37.181614,-113.561653,2023-09-02,2023-11-04,63,Desert,Wild,4,0.0634920634920635,0.113791882991791
CottonwoodCanyon,UT_Desert_Wild_CottonwoodCanyon_23.8_2023,2023,37.182918,-113.563384,2023-09-03,2023-11-04,62,Desert,Wild,4,0.0645161290322581,0.113791882991791
CottonwoodCanyon,UT_Desert_Wild_CottonwoodCanyon_23.9_2023,2023,37.182522,-113.559658,2023-09-02,2023-10-31,59,Desert,Wild,2,0.0338983050847458,0.11446687579155
Wasatch,UT_Forest_Wasatch_21_dep_01_2021,2021,40.79163,-111.67913,2021-08-14,2021-09-11,28,Forest,Wild,3,0.107142857142857,0.214220255613327
Wasatch,UT_Forest_Wasatch_21_dep_02_2021,2021,40.804176,-111.765672,2021-10-01,2021-11-06,36,Forest,Wild,78,2.16666666666667,0.0404163300991058
Wasatch,UT_Forest_Wasatch_21_dep_03_2021,2021,40.803,-111.76397,2021-09-18,2021-11-06,49,Forest,Wild,10,0.204081632653061,0.0404163300991058
Wasatch,UT_Forest_Wasatch_21_dep_04_2021,2021,40.79973,-111.77186,2021-09-18,2021-11-06,49,Forest,Wild,37,0.755102040816326,0.203525602817535
Wasatch,UT_Forest_Wasatch_21_dep_05_2021,2021,40.79092,-111.78276,2021-09-18,2021-11-06,49,Forest,Wild,30,0.612244897959184,0.0734816193580627
Wasatch,UT_Forest_Wasatch_21_dep_06_2021,2021,40.78713,-111.79655,2021-09-18,2021-10-04,16,Forest,Wild,34,2.125,0.143700063228607
Wasatch,UT_Forest_Wasatch_21_dep_07_2021,2021,40.78295,-111.80123,2021-09-18,2021-11-06,49,Forest,Wild,13,0.26530612244898,0.143455415964127
Wasatch,UT_Forest_Wasatch_21_dep_08_2021,2021,40.77952,-111.80664,2021-09-18,2021-10-01,13,Forest,Wild,2,0.153846153846154,0.202244788408279
Wasatch,UT_Forest_Wasatch_21_dep_09_2021,2021,40.7752,-111.81633,2021-09-18,2021-11-06,49,Forest,Wild,8,0.163265306122449,0.51611328125
Wasatch,UT_Forest_Wasatch_21_dep_10_2021,2021,40.79198,-111.79553,2021-09-19,2021-11-07,49,Forest,Wild,18,0.36734693877551,0.105899184942245
Wasatch,UT_Forest_Wasatch_21_dep_12_2021,2021,40.80763,-111.7837,2021-08-15,2021-11-07,84,Forest,Wild,42,0.5,0.0385563671588898
Wasatch,UT_Forest_Wasatch_21_dep_13_2021,2021,40.79494,-111.68028,2021-09-11,2021-11-07,57,Forest,Wild,12,0.210526315789474,0.214220255613327
Wasatch,UT_Forest_Wasatch_22_dep_01_2022,2022,40.77961,-111.80701,2022-08-20,2022-11-08,80,Forest,Wild,14,0.175,0.202244788408279
Wasatch,UT_Forest_Wasatch_22_dep_02_2022,2022,40.78397,-111.79731,2022-08-20,2022-11-08,80,Forest,Wild,36,0.45,0.143700063228607
Wasatch,UT_Forest_Wasatch_22_dep_03_2022,2022,40.79225,-111.79558,2022-08-20,2022-10-09,50,Forest,Wild,22,0.44,0.105899184942245
Wasatch,UT_Forest_Wasatch_22_dep_04_2022,2022,40.80228,-111.79276,2022-08-20,2022-10-09,50,Forest,Wild,19,0.38,0.0236189961433411
Wasatch,UT_Forest_Wasatch_22_dep_05_2022,2022,40.80768,-111.78326,2022-08-20,2022-10-09,50,Forest,Wild,18,0.36,0.0385563671588898
Wasatch,UT_Forest_Wasatch_22_dep_06_2022,2022,40.78646,-111.7956,2022-08-20,2022-11-08,80,Forest,Wild,506,6.325,0.143700063228607
Wasatch,UT_Forest_Wasatch_22_dep_07_2022,2022,40.79142,-111.78157,2022-10-01,2022-11-08,38,Forest,Wild,47,1.23684210526316,0.0734816193580627
Wasatch,UT_Forest_Wasatch_22_dep_08_2022,2022,40.79967,-111.77359,2022-10-01,2022-11-01,31,Forest,Wild,14,0.451612903225806,0.203525602817535
