Project,Camera_Trap_Array,Site_Name,Deployment_ID,Date_Out,Date_Retrieved,First_Detection,Survey_Days,Latitude,Longitude,Time_Zone,Habitat,Feature_Water,Feature_Road,Feature_Human_Trail,Feature_Human_Structure,Feature_Log_Rock_Outcrop,Vegetation_Ground_Cover,Vegetation_Understory,Vegetation_Canopy,Camera_Height,Resticted_Field,Obstructed_view,Wide
Snapshot USA - 2019,NY_Forest_St_Lawrence_University,NY_Forest_St_Lawrence_University_12,d61029,9/27/19,11/15/19,9/27/19,49,44.40567,-75.14827,EST,forest,0,0,0,0,0,high,high,high,1,0,0,1
Snapshot USA - 2019,NY_Forest_St_Lawrence_University,NY_Forest_St_Lawrence_University_13,d61030,10/11/19,11/17/19,10/11/19,37,44.40518,-75.06884,EST,forest,0,0,0,0,0,low,low,high,1,0,0,0
Snapshot USA - 2019,NY_Forest_St_Lawrence_University,NY_Forest_St_Lawrence_University_14,d61031,10/11/19,11/16/19,10/11/19,36,44.41022,-75.07318,EST,forest,0,0,0,0,0,high,high,high,1,0,0,1
Snapshot USA - 2019,NY_Forest_St_Lawrence_University,NY_Forest_St_Lawrence_University_15,d61032,10/11/19,11/16/19,10/11/19,36,44.4142598,-75.069614,EST,forest,0,0,0,0,0,medium,medium,high,1,0,0,1
Snapshot USA - 2019,NY_Forest_St_Lawrence_University,NY_Forest_St_Lawrence_University_16,d61033,10/11/19,11/16/19,10/11/19,36,44.40878253,-75.0663509,EST,forest,0,0,0,0,1,low,low,medium,0,0,0,0
Snapshot USA - 2019,NY_Forest_St_Lawrence_University,NY_Forest_St_Lawrence_University_2,d61019,9/27/19,11/12/19,9/27/19,46,44.40343,-75.13918,EST,forest,0,0,0,0,0,high,high,high,1,0,0,1
Snapshot USA - 2019,NY_Forest_St_Lawrence_University,NY_Forest_St_Lawrence_University_3,d61020,9/27/19,11/12/19,9/27/19,46,44.40972,-75.1433,EST,forest,0,0,0,0,0,high,high,high,1,0,1,1
Snapshot USA - 2019,NY_Forest_St_Lawrence_University,NY_Forest_St_Lawrence_University_4,d61021,9/27/19,11/12/19,9/27/19,46,44.403,-75.14827,EST,forest,0,0,0,0,0,medium,high,high,1,0,0,1
Snapshot USA - 2019,NY_Forest_St_Lawrence_University,NY_Forest_St_Lawrence_University_5,d61022,9/27/19,11/17/19,9/27/19,51,44.36555,-75.09711,EST,forest,0,0,0,0,0,medium,high,high,1,0,0,1
Snapshot USA - 2019,NY_Forest_St_Lawrence_University,NY_Forest_St_Lawrence_University_6,d61023,9/27/19,11/17/19,9/27/19,51,44.37095,-75.10128,EST,forest,0,0,0,1,0,low,low,high,1,0,0,0
Snapshot USA - 2019,NY_Forest_St_Lawrence_University,NY_Forest_St_Lawrence_University_8,d61025,9/27/19,11/17/19,9/27/19,51,44.36014,-75.07588,EST,forest,0,0,0,0,0,medium,medium,high,1,0,0,0
Snapshot USA - 2019,NY_Forest_St_Lawrence_University,NY_Forest_St_Lawrence_University_9,d61026,9/20/19,11/15/19,9/20/19,56,44.42615,-75.103,EST,forest,0,0,0,0,0,medium,high,high,1,0,0,1
Snapshot USA - 2019,OH_Forest_Huston-Brumbaugh Nature Center,OH_Forest_Huston-Brumbaugh Nature Center_1,d57085,8/31/19,10/1/19,8/31/19,31,40.82801,-81.07873,EST,forest,0,0,0,0,0,low,medium,high,1,0,0,0
Snapshot USA - 2019,OH_Forest_Huston-Brumbaugh Nature Center,OH_Forest_Huston-Brumbaugh Nature Center_10,d57094,8/31/19,10/1/19,8/31/19,31,40.82784,-81.08641,EST,forest,0,0,0,0,0,low,low,high,1,0,0,1
Snapshot USA - 2019,OH_Forest_Huston-Brumbaugh Nature Center,OH_Forest_Huston-Brumbaugh Nature Center_11,d57095,8/31/19,11/1/19,8/31/19,62,40.82217,-81.08987,EST,forest,0,0,0,0,0,low,medium,high,1,0,0,1
Snapshot USA - 2019,OH_Forest_Huston-Brumbaugh Nature Center,OH_Forest_Huston-Brumbaugh Nature Center_12,d57096,8/30/19,11/1/19,8/31/19,63,40.82036,-81.08981,EST,forest,0,0,0,0,0,low,medium,na,0,0,0,1
Snapshot USA - 2019,OH_Forest_Huston-Brumbaugh Nature Center,OH_Forest_Huston-Brumbaugh Nature Center_13,d57097,8/30/19,11/1/19,8/30/19,63,40.82191,-81.09728,EST,forest,0,0,0,0,1,low,medium,medium,0,0,0,1
Snapshot USA - 2019,OH_Forest_Huston-Brumbaugh Nature Center,OH_Forest_Huston-Brumbaugh Nature Center_14,d57098,8/30/19,11/1/19,8/30/19,63,40.81926,-81.09647,EST,forest,0,0,0,0,1,medium,low,high,1,0,0,0
Snapshot USA - 2019,OH_Forest_Huston-Brumbaugh Nature Center,OH_Forest_Huston-Brumbaugh Nature Center_16,d57100,10/1/19,11/1/19,10/1/19,31,40.82563,-81.07932,EST,forest,0,0,0,0,1,medium,medium,high,1,0,0,1
Snapshot USA - 2019,OH_Forest_Huston-Brumbaugh Nature Center,OH_Forest_Huston-Brumbaugh Nature Center_18,d57102,8/31/19,11/1/19,8/31/19,62,40.81937,-81.09263,EST,forest,0,0,0,0,0,low,low,high,1,0,0,0
Snapshot USA - 2019,OK_Grassland_Ardmore,OK_Grassland_Ardmore_1,d61844,9/23/19,10/10/19,9/26/19,17,34.0147,-97.20482,CST,grassland,0,0,0,0,0,high,low,low,1,0,0,1
Snapshot USA - 2019,OK_Grassland_Ardmore,OK_Grassland_Ardmore_10,d61853,9/23/19,10/10/19,9/23/19,17,34.00251,-97.23291,CST,grassland,0,0,0,0,0,high,low,low,1,0,0,1
Snapshot USA - 2019,OK_Grassland_Ardmore,OK_Grassland_Ardmore_11,d61854,9/23/19,10/10/19,9/24/19,17,33.99221,-97.24043,CST,forest,0,0,0,0,1,medium,medium,high,1,0,0,1
Snapshot USA - 2019,OK_Grassland_Ardmore,OK_Grassland_Ardmore_12,d61855,9/23/19,10/10/19,9/23/19,17,33.99503,-97.25366,CST,forest,0,0,0,0,0,low,low,high,1,0,0,1
Snapshot USA - 2019,OK_Grassland_Ardmore,OK_Grassland_Ardmore_13,d61856,9/23/19,10/10/19,9/23/19,17,33.98854,-97.2616,CST,forest,0,0,0,0,0,low,low,high,1,0,0,1
Snapshot USA - 2019,OK_Grassland_Ardmore,OK_Grassland_Ardmore_14,d61857,9/23/19,10/10/19,9/23/19,17,33.98766,-97.23489,CST,forest,0,0,0,0,1,low,medium,high,1,0,0,1
Snapshot USA - 2019,OK_Grassland_Ardmore,OK_Grassland_Ardmore_15,d61858,9/23/19,10/10/19,9/23/19,17,33.99869,-97.21202,CST,forest,0,0,0,0,0,low,medium,high,1,0,0,1
Snapshot USA - 2019,OK_Grassland_Ardmore,OK_Grassland_Ardmore_16,d61859,9/23/19,10/10/19,9/23/19,17,34.01497,-97.2544,CST,forest,0,0,0,0,0,low,medium,high,1,0,0,1
Snapshot USA - 2019,OK_Grassland_Ardmore,OK_Grassland_Ardmore_2,d61845,9/23/19,10/10/19,9/23/19,17,34.02184,-97.21403,CST,forest,0,0,0,0,0,low,low,high,1,0,0,0
Snapshot USA - 2019,OK_Grassland_Ardmore,OK_Grassland_Ardmore_3,d61846,9/23/19,10/10/19,9/23/19,17,34.00579,-97.20783,CST,forest,0,0,0,0,0,low,low,high,1,0,0,1
Snapshot USA - 2019,OK_Grassland_Ardmore,OK_Grassland_Ardmore_4,d61847,9/23/19,10/10/19,9/23/19,17,34.02116,-97.23508,CST,forest,0,0,0,0,1,low,medium,high,1,0,0,1
Snapshot USA - 2019,OK_Grassland_Ardmore,OK_Grassland_Ardmore_5,d61848,9/23/19,10/10/19,9/23/19,17,34.02034,-97.24766,CST,forest,0,0,0,0,0,low,medium,high,1,0,0,1
Snapshot USA - 2019,OK_Grassland_Ardmore,OK_Grassland_Ardmore_6,d61849,9/23/19,10/10/19,9/23/19,17,34.02042,-97.25939,CST,grassland,0,0,0,0,0,high,low,low,1,0,0,1
Snapshot USA - 2019,OK_Grassland_Ardmore,OK_Grassland_Ardmore_7,d61850,9/23/19,10/10/19,9/23/19,17,34.01144,-97.24364,CST,grassland,0,0,0,0,0,high,medium,low,1,0,0,1
Snapshot USA - 2019,OK_Grassland_Ardmore,OK_Grassland_Ardmore_8,d61851,9/23/19,10/10/19,9/23/19,17,34.01014,-97.25905,CST,grassland,0,0,0,0,0,high,low,low,1,0,0,1
Snapshot USA - 2019,OK_Grassland_Ardmore,OK_Grassland_Ardmore_9,d61852,9/23/19,10/10/19,9/24/19,17,34.00307,-97.24774,CST,grassland,0,0,0,0,0,high,low,low,1,0,0,0
Snapshot USA - 2019,OK_Grassland_Burneyville,OK_Grassland_Burneyville_1,d61830,9/23/19,10/10/19,9/23/19,17,33.93761,-97.24606,CST,grassland,0,0,0,0,0,high,low,low,1,0,0,0
Snapshot USA - 2019,OK_Grassland_Burneyville,OK_Grassland_Burneyville_10,d61839,9/23/19,10/10/19,9/23/19,17,33.9353,-97.21342,CST,grassland,0,0,0,0,0,high,low,low,1,0,0,0
Snapshot USA - 2019,OK_Grassland_Burneyville,OK_Grassland_Burneyville_11,d61840,9/23/19,10/10/19,9/23/19,17,33.92562,-97.21478,CST,grassland,0,0,0,0,0,high,low,low,1,0,0,0
Snapshot USA - 2019,OK_Grassland_Burneyville,OK_Grassland_Burneyville_13,d61842,9/23/19,10/10/19,9/10/19,17,33.92007,-97.20673,CST,grassland,0,0,0,0,0,high,low,low,0,0,0,1
Snapshot USA - 2019,OK_Grassland_Burneyville,OK_Grassland_Burneyville_2,d61831,9/23/19,10/10/19,9/23/19,17,33.91888,-97.24582,CST,grassland,0,0,0,0,0,medium,low,medium,1,0,0,1
Snapshot USA - 2019,OK_Grassland_Burneyville,OK_Grassland_Burneyville_3,d61832,9/23/19,10/10/19,9/23/19,17,33.92557,-97.2376,CST,grassland,0,0,0,0,0,high,low,low,1,0,0,1
Snapshot USA - 2019,OK_Grassland_Burneyville,OK_Grassland_Burneyville_5,d61834,9/23/19,10/10/19,9/23/19,17,33.93751,-97.23694,CST,grassland,0,0,0,1,0,high,medium,low,1,0,1,1
Snapshot USA - 2019,OK_Grassland_Burneyville,OK_Grassland_Burneyville_6,d61835,9/23/19,10/10/19,9/23/19,17,33.92589,-97.2294,CST,grassland,0,0,0,0,0,high,low,low,1,0,0,0
Snapshot USA - 2019,OK_Grassland_Burneyville,OK_Grassland_Burneyville_7,d61836,9/23/19,10/10/19,9/23/19,17,33.92276,-97.22278,CST,grassland,0,0,0,0,0,high,low,low,1,0,0,0
Snapshot USA - 2019,OK_Grassland_Burneyville,OK_Grassland_Burneyville_8,d61837,9/23/19,10/10/19,9/23/19,17,33.92963,-97.22272,CST,grassland,0,0,0,0,0,high,low,medium,1,0,0,0
Snapshot USA - 2019,OK_Grassland_Burneyville,OK_Grassland_Burneyville_9,d61838,9/23/19,10/10/19,9/23/19,17,33.9383,-97.22241,CST,grassland,0,0,0,0,0,high,low,low,1,0,0,0
Snapshot USA - 2019,OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_1,d60069,9/6/19,10/23/19,9/6/19,47,44.43746,-123.4404,PST,grassland,0,0,0,0,0,medium,low,low,1,0,0,0
Snapshot USA - 2019,OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_10,d60078,9/6/19,10/23/19,9/6/19,47,44.41524,-123.44887,PST,grassland,0,0,0,0,0,high,medium,medium,1,0,0,0
Snapshot USA - 2019,OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_11,d60079,9/6/19,10/23/19,9/6/19,47,44.41208,-123.45385,PST,forest,0,0,0,0,0,medium,medium,high,1,0,0,0
Snapshot USA - 2019,OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_12,d60080,9/6/19,10/23/19,9/6/19,47,44.40901,-123.46996,PST,grassland,0,0,0,0,0,low,low,medium,1,0,0,0
Snapshot USA - 2019,OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_13,d60081,9/6/19,10/23/19,9/6/19,47,44.41071,-123.47724,PST,grassland,0,0,0,0,0,high,medium,medium,1,0,0,0
Snapshot USA - 2019,OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_14,d60082,9/6/19,10/23/19,9/6/19,47,44.42231,-123.42228,PST,grassland,0,0,0,0,0,high,low,low,1,0,0,0
Snapshot USA - 2019,OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_15,d60083,9/6/19,10/23/19,9/6/19,47,44.42335,-123.4269,PST,forest ,0,0,0,0,0,low,medium,medium,1,0,0,0
Snapshot USA - 2019,OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_2,d60070,9/6/19,10/23/19,9/6/19,47,44.43848,-123.44706,PST,grassland,0,0,0,0,0,high,low,low,1,0,0,0
Snapshot USA - 2019,OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_3,d60071,9/6/19,9/27/19,9/6/19,21,44.43306,-123.45237,PST,grassland,0,0,0,0,0,high,low,medium,1,0,0,0
Snapshot USA - 2019,OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_5,d60073,9/6/19,10/23/19,9/6/19,47,44.42362,-123.4461,PST,grassland,0,0,0,0,0,high,low,medium,1,0,0,0
Snapshot USA - 2019,OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_7,d60075,9/6/19,10/23/19,9/6/19,47,44.42099,-123.41943,PST,grassland,0,0,0,0,0,high,medium,low,0,0,1,0
Snapshot USA - 2019,OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_9,d60077,9/6/19,10/23/19,9/6/19,47,44.40896,-123.46201,PST,forest,0,0,0,0,0,low,low,high,1,0,0,0
Snapshot USA - 2019,OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_14B,d64726,9/1/19,10/11/19,9/2/19,40,45.30413,-118.59501,PST,forest,0,0,0,0,0,high,low,medium,1,0,0,0
Snapshot USA - 2019,OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_15B,d64727,9/1/19,10/4/19,9/1/19,33,45.30507,-118.58209,PST,forest,0,0,0,0,1,high,low,medium,1,0,0,0
Snapshot USA - 2019,OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_26,d63672,9/1/19,10/2/19,9/1/19,31,45.29552,-118.58155,PST,forest,0,0,0,0,1,high,low,medium,1,0,0,0
Snapshot USA - 2019,OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_36B,d64728,9/1/19,10/2/19,9/10/19,31,45.28672,-118.59368,PST,forest,0,0,0,0,0,medium,low,high,1,0,0,0
Snapshot USA - 2019,OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_37,d63674,9/1/19,10/2/19,9/1/19,31,45.28695,-118.58028,PST,forest,0,0,0,0,0,high,low,medium,1,0,0,0
Snapshot USA - 2019,OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_38,d63675,9/1/19,10/2/19,9/1/19,31,45.28624,-118.5694,PST,forest,0,0,1,1,0,medium,low,medium,1,0,0,0
Snapshot USA - 2019,OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_39,d63676,9/1/19,10/4/19,9/5/19,33,45.28681,-118.55641,PST,forest,0,0,0,0,1,low,low,high,1,0,0,0
Snapshot USA - 2019,OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_40,d63677,9/1/19,10/2/19,9/1/19,31,45.28763,-118.54344,PST,forest,0,0,0,1,0,high,low,low,1,0,0,0
Snapshot USA - 2019,OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_46,d63678,9/1/19,10/8/19,9/1/19,37,45.27832,-118.60679,PST,forest,0,0,0,1,0,medium,low,low,1,0,0,0
Snapshot USA - 2019,OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_48B,d64426,9/1/19,10/4/19,9/3/19,33,45.27778,-118.57935,PST,forest,0,0,0,0,0,high,low,high,1,0,0,0
Snapshot USA - 2019,OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_49B,d64427,9/1/19,10/4/19,9/1/19,33,45.27759,-118.56878,PST,forest,0,1,0,0,0,medium,low,medium,1,0,0,0
Snapshot USA - 2019,OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_50B,d64428,9/1/19,10/4/19,9/1/19,33,45.27851,-118.55618,PST,forest,0,0,0,0,0,high,low,high,1,0,0,0
Snapshot USA - 2019,OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_51B,d64429,9/1/19,10/2/19,9/1/19,31,45.27849,-118.54291,PST,forest,0,0,1,0,0,medium,low,medium,1,0,0,0
Snapshot USA - 2019,OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_59B,d64430,9/1/19,10/4/19,9/1/19,33,45.26926,-118.58045,PST,forest,0,0,0,0,0,low,0,low,1,0,0,0
Snapshot USA - 2019,OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_60B,d64431,9/1/19,10/4/19,9/3/19,33,45.26884,-118.56695,PST,forest,0,0,0,0,1,high,low,medium,1,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_1,d62980,10/23/19,11/9/19,10/23/19,17,40.2351,-78.66541,EST,forest,0,0,0,0,0,low,low,high,1,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_10,d62989,10/22/19,11/11/19,10/22/19,20,40.31224,-78.63055,EST,forest,0,0,0,0,0,high,high,high,1,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_11,d62990,10/22/19,11/4/19,10/22/19,13,40.31515,-78.63551,EST,forest,0,0,0,0,1,high,high,low,1,1,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_12,d62991,10/22/19,11/9/19,10/22/19,18,40.32014,-78.63299,EST,forest,0,0,0,0,0,low,low,low,1,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_13,d62992,10/22/19,11/6/19,10/22/19,15,40.32206,-78.63587,EST,forest,0,0,0,0,0,high,medium,high,1,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_14,d62993,10/22/19,11/11/19,10/22/19,20,40.32207,-78.60515,EST,forest,0,0,0,0,0,high,high,medium,1,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_15,d62994,10/22/19,11/7/19,10/22/19,16,40.32812,-78.57844,EST,forest,0,0,0,0,0,medium,low,medium,0,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_16,d62995,10/23/19,11/10/19,10/23/19,18,40.29783,-78.59081,EST,forest,0,0,0,0,1,medium,high,medium,0,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_17,d62996,10/22/19,11/2/19,10/22/19,11,40.29595,-78.59303,EST,forest,0,0,0,0,0,high,medium,high,1,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_18,d62997,10/22/19,11/11/19,10/22/19,20,40.27582,-78.61924,EST,forest,0,0,0,0,1,0,0,0,1,0,1,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_19,d62998,10/22/19,11/7/19,10/22/19,16,40.33417,-78.6275,EST,forest,0,0,0,0,0,high,high,high,1,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_20,d62999,10/22/19,11/8/19,10/22/19,17,40.34004,-78.63334,EST,forest,0,0,0,0,0,high,low,medium,1,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_3,d62982,10/22/19,11/8/19,10/22/19,17,40.24311,-78.66615,EST,forest,0,0,0,0,1,low,medium,high,1,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_4,d62983,10/12/19,11/11/19,10/12/19,30,40.25621,-78.63939,EST,forest,0,0,0,0,1,low,low,high,1,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_5,d62984,10/22/19,11/6/19,10/22/19,15,40.2628,-78.64124,EST,forest,0,0,0,0,1,high,medium,high,1,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_6,d62985,10/22/19,11/9/19,10/22/19,18,40.29461,-78.64281,EST,forest,0,0,0,0,0,low,medium,high,1,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_7,d62986,10/22/19,11/6/19,10/22/19,15,40.30043,-78.63981,EST,forest ,0,0,0,0,0,low,medium,low,1,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_8,d62987,10/22/19,11/11/19,10/22/19,20,40.30111,-78.66035,EST,forest,0,0,0,0,0,low,medium,high,1,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_9,d62988,10/22/19,11/11/19,10/22/19,20,40.29122,-78.6621,EST,forest,0,0,0,0,0,low,low,high,1,1,0,0
Snapshot USA - 2019,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_1,d57630,9/11/19,11/15/19,9/11/19,65,39.905,-75.35674,EST,riparian,1,0,0,0,1,high,high,0,2,0,0,0
Snapshot USA - 2019,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_2B,d64520,9/26/19,11/23/19,9/26/19,58,39.8982,-75.35591,EST,forest,0,0,0,0,0,high,low,low,1,0,0,0
Snapshot USA - 2019,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_3,d57632,9/13/19,10/6/19,9/13/19,23,39.90382,-75.36156,EST,forest,0,0,0,0,0,low,0,0,0,0,0,0
Snapshot USA - 2019,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_4,d57633,9/13/19,10/25/19,9/13/19,42,39.90353,-75.36256,EST,forest,1,0,0,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_6,d57635,9/14/19,11/20/19,9/14/19,67,39.8993,-75.35567,EST,forest,0,0,0,0,0,high,low,0,1,0,0,0
Snapshot USA - 2019,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_7,d57636,9/11/19,11/8/19,9/11/19,58,39.92292,-75.35988,EST,forest,0,0,0,0,1,medium,low,low,1,0,1,0
Snapshot USA - 2019,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_8,d57637,9/10/19,11/8/19,9/10/19,59,39.92591,-75.36129,EST,forest,0,0,0,0,0,high,high,low,2,0,0,0
Snapshot USA - 2019,RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_1,d56985,9/16/19,11/2/19,9/16/19,47,41.49221,-71.53076,EST,forest,0,0,0,0,0,low,medium,high,1,0,0,0
Snapshot USA - 2019,RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_10,d56994,10/19/19,11/2/19,10/19/19,14,41.49564,-71.52339,EST,forest,0,0,0,0,1,low,low,high,0,1,0,0
Snapshot USA - 2019,RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_13,d56997,9/17/19,11/2/19,9/17/19,46,41.49316,-71.52096,EST,forest,0,0,0,0,0,low,low,high,1,0,0,0
Snapshot USA - 2019,RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_14,d56998,9/17/19,11/2/19,9/17/19,41,41.49535,-71.52041,EST,forest,0,0,0,0,0,low,low,high,1,0,0,0
Snapshot USA - 2019,RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_15,d56999,9/28/19,11/2/19,9/28/19,35,41.49757,-71.51976,EST,forest,0,0,0,0,1,low,low,high,1,0,0,0
Snapshot USA - 2019,RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_2,d56986,9/16/19,10/17/19,9/16/19,31,41.49435,-71.53023,EST,forest,0,0,0,0,0,low,low,high,1,0,0,0
Snapshot USA - 2019,RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_3,d56987,9/16/19,11/2/19,9/16/19,42,41.49651,-71.52943,EST,forest,0,0,0,0,1,low,low,high,1,0,0,0
Snapshot USA - 2019,RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_4,d56988,9/20/19,11/2/19,9/20/19,43,41.49814,-71.52583,EST,forest,0,0,0,0,0,low,low,high,1,0,0,0
Snapshot USA - 2019,RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_5,d56989,9/16/19,11/2/19,9/16/19,47,41.49162,-71.52773,EST,forest,0,0,0,0,0,low,low,high,1,0,0,0
Snapshot USA - 2019,RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_6,d56990,9/17/19,11/2/19,9/17/19,46,41.49392,-71.52714,EST,forest,0,0,0,0,1,low,medium,high,1,1,0,0
Snapshot USA - 2019,RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_7,d56991,9/17/19,11/2/19,9/17/19,46,41.49621,-71.52659,EST,forest,0,0,0,0,1,medium,high,high,1,0,0,0
Snapshot USA - 2019,RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_8,d56992,9/16/19,11/2/19,9/16/19,47,41.49153,-71.52497,EST,forest,0,0,0,0,0,high,high,0,2,0,1,0
Snapshot USA - 2019,RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_9,d56993,9/17/19,11/8/19,9/17/19,45,41.49363,-71.52407,EST,forest,0,0,0,0,0,medium,medium,high,1,0,0,1
Snapshot USA - 2019,SC_Forest_Lynches_River,SC_Forest_Lynches_River_1,d59133,9/2/19,9/16/19,9/2/19,14,34.04334,-79.79411,EST,forest,0,0,0,0,0,medium,high,high,1,0,0,1
Snapshot USA - 2019,SC_Forest_Lynches_River,SC_Forest_Lynches_River_10,d59142,9/30/19,11/2/19,9/30/19,33,34.0396,-79.79523,EST,forest,0,0,0,0,0,medium,high,high,2,0,0,1
Snapshot USA - 2019,SC_Forest_Lynches_River,SC_Forest_Lynches_River_11,d59143,9/30/19,11/2/19,9/30/19,33,34.03801,-79.79412,EST,forest,0,0,0,0,0,medium,high,high,1,0,0,1
Snapshot USA - 2019,SC_Forest_Lynches_River,SC_Forest_Lynches_River_12,d59144,9/30/19,11/2/19,10/1/19,33,34.03844,-79.79137,EST,forest,0,0,0,0,0,medium,high,high,2,0,1,1
Snapshot USA - 2019,SC_Forest_Lynches_River,SC_Forest_Lynches_River_13,d59145,9/30/19,10/30/19,9/30/19,30,34.03631,-79.79267,EST,forest,0,0,0,0,0,low,low,low,1,0,0,0
Snapshot USA - 2019,SC_Forest_Lynches_River,SC_Forest_Lynches_River_14,d59146,9/30/19,10/31/19,9/30/19,31,34.03547,-79.79028,EST,forest,0,0,0,0,0,low,low,low,1,0,0,0
Snapshot USA - 2019,SC_Forest_Lynches_River,SC_Forest_Lynches_River_15,d59147,10/1/19,11/2/19,10/1/19,32,34.03894,-79.78915,EST,forest,0,0,0,0,0,high,high,medium,1,0,0,1
