Camera_Trap_Array,Site_Name,Deployment_ID,Date_Out,Date_Retrieved,Survey_Days,Latitude,Longitude,Time_Zone,Development,detection_distance,Feature_Water,Feature_Road,Feature_Human_Trail,human_pics_removed,deployment_notes
TX_Grassland_Matador_20,TX_Grassland_Matador_20_08b,d71496,2020-09-29,2020-11-02,34,34.11429,-100.48229,CST,Rural, ,1,0,0,n, 
TX_Grassland_Matador_20,TX_Grassland_Matador_20_09,d69712,2020-09-21,2020-11-02,42,34.14285,-100.37471,CST,Rural, ,0,0,0,n,"Facing N in open, second growth forest"
TX_Grassland_Matador_20,TX_Grassland_Matador_20_10,d69713,2020-10-21,2020-11-02,12,34.11133,-100.40086,CST,Rural, ,0,0,0,n, 
TX_Grassland_Matador_20,TX_Grassland_Matador_20_11B,d71888,2020-10-13,2020-11-02,20,34.10632,-100.49796,CST,Rural, ,1,0,0,n,Facing NE
NC_Forest_Umstead_20,UM20_10b, ,2020-08-24,2020-09-24,31,35.83315,-78.73652,EST,Rural,15,0,0,0,n,truncated data
NC_Forest_Umstead_20,Um20_11b, ,2020-08-25,2020-09-23,29,35.83662,-78.74177,EST,Rural,9.3,0,0,0,n,truncated data
NC_Forest_Umstead_20,Um20_12, ,2020-08-25,2020-09-23,29,35.83213,-78.75479,EST,Rural,7,0,0,0,n,truncated data
NC_Forest_Umstead_20,Um20_14, ,2020-08-26,2020-09-30,35,35.84933,-78.77119,EST,Rural,10,0,0,0,n,Truncated data
NC_Forest_Umstead_20,Um20_15, ,2020-08-26,2020-09-30,35,35.84909,-78.77469,EST,Rural,5,0,0,0,n,tuncated data
NC_Forest_Umstead_20,Um20_16, ,2020-08-28,2020-09-30,33,35.84945,-78.76773,EST,Rural,11,0,0,0,n, 
NC_Forest_Umstead_20,Um20_18, ,2020-08-24,2020-09-23,30,35.84892,-78.76164,EST,Rural,11,0,0,0,n,truncated data
NC_Forest_Umstead_20,Um20_19, ,2020-08-24,2020-09-23,30,35.84948,-78.7613,EST,Rural,5,0,0,0,n,truncated data
NC_Forest_Umstead_20,Um20_1B, ,2020-08-24,2020-09-24,31,35.83069,-78.75109,EST,Rural,10,0,0,0,n,Truncated data
NC_Forest_Umstead_20,Um20_2, ,2020-08-26,2020-09-30,35,35.84933,-78.7719,EST,Rural,18,0,0,0,n,truncated data
NC_Forest_Umstead_20,Um20_20, ,2020-08-30,2020-09-11,12,35.85208,-78.77114,EST,Rural,20,0,0,0,n,Camera data is off - correct start time is 2020-09-21 14:21 - dates are corrected in spreadsheet
NC_Forest_Umstead_20,Um20_22, ,2020-08-22,2020-09-27,36,35.85988,-78.77121,EST,Rural,12.8,0,0,0,n,truncated data
NC_Forest_Umstead_20,Um20_24, ,2020-08-23,2020-09-03,11,35.85453,-78.77338,EST,Rural,7,0,0,0,n,Truncated data
NC_Forest_Umstead_20,Um20_26, ,2020-08-28,2020-09-19,22,35.85485,-78.76427,EST,Rural,8,0,0,0,n, 
NC_Forest_Umstead_20,Um20_29, ,2020-08-18,2020-09-18,31,35.85483,-78.73387,EST,Wild, ,0,0,0,n, 
NC_Forest_Umstead_20,Um20_3, ,2020-08-22,2020-09-22,31,35.83066,-78.74324,EST,Rural,12,0,0,0,n,truncated data
NC_Forest_Umstead_20,Um20_30, ,2020-08-18,2020-09-18,31,35.85462,-78.73065,EST,Wild, ,0,0,0,n, 
NC_Forest_Umstead_20,Um20_31, ,2020-08-30,2020-09-27,28,35.85737,-78.74022,EST,Urban,4,0,0,0,n, 
NC_Forest_Umstead_20,Um20_32, ,2020-08-30,2020-09-27,28,35.85823,-78.73976,EST,Urban,3,0,0,0,n,large runs of blanks were removed prior to processing
NC_Forest_Umstead_20,Um20_33, ,2020-08-26,2020-09-21,26,35.85646,-78.73475,EST,Rural,6,0,0,0,n, 
NC_Forest_Umstead_20,Um20_34, ,2020-08-26,2020-09-21,26,35.85745,-78.73135,EST,Rural,6,0,0,0,n, 
NC_Forest_Umstead_20,Um20_37, ,2020-08-28,2020-09-25,28,35.86012,-78.73445,EST,Rural,6,0,0,0,n, 
NC_Forest_Umstead_20,Um20_38, ,2020-08-28,2020-09-25,28,35.86006,-78.73183,EST,Rural,9,0,0,0,n, 
NC_Forest_Umstead_20,Um20_39, ,2020-08-27,2020-09-26,30,35.85484,-78.74568,EST,Rural,7,0,0,0,n, 
NC_Forest_Umstead_20,Um20_4, ,2020-08-26,2020-09-27,32,35.83041,-78.74783,EST,Rural,6,0,0,0,n, 
NC_Forest_Umstead_20,Um20_42, ,2020-09-06,2020-09-25,19,35.85744,-78.74418,EST,Urban,3.6,0,0,0,n, 
NC_Forest_Umstead_20,Um20_44, ,2020-08-28,2020-09-25,28,35.86059,-78.74395,EST,Urban,5,0,0,0,n,Deleted first and last photo from the google drive set. They were not able to  be opened as .jpg files.
NC_Forest_Umstead_20,Um20_46, ,2020-08-27,2020-09-22,26,35.83785,-78.75113,EST,Rural,9,0,0,0,n, 
NC_Forest_Umstead_20,Um20_47, ,2020-08-26,2020-09-21,26,35.85188,-78.7603,EST,Rural,6,0,0,0,n, 
NC_Forest_Umstead_20,Um20_48, ,2020-08-26,2020-09-21,26,35.85528,-78.7606,EST,Rural,9,0,0,0,n, 
NC_Forest_Umstead_20,Um20_49, ,2020-08-27,2020-09-22,26,35.83573,-78.74776,EST,Rural,8,0,0,0,n, 
NC_Forest_Umstead_20,Um20_5, ,2020-08-28,2020-09-23,26,35.83062,-78.7358,EST,Urban,7,0,0,0,n, 
NC_Forest_Umstead_20,Um20_6, ,2020-08-28,2020-09-23,26,35.83309,-78.75082,EST,Urban,3.3,0,0,0,n,Batteries died sometime between 9/1/20 and 10/2/20. Replaced on 10/2.
NC_Forest_Umstead_20,Um20_7, ,2020-08-28,2020-09-26,29,35.83322,-78.74776,EST,Urban,3.8,0,0,0,n, 
NC_Forest_Umstead_20,Um20_8, ,2020-08-28,2020-09-26,29,35.83344,-78.74355,EST,Urban,5,0,0,0,n, 
NC_Forest_Umstead_20,Um20_extra1, ,2020-08-28,2020-09-19,22,35.85478,-78.76769,EST,Urban, ,0,0,0,n, 
UT_Desert_Cottonwood_Canyon_Road_20,UT_Desert_Cottonwood_Canyon_Road_20_01,d69271,2020-08-30,2020-10-31,62,37.17326,-113.55748,MST,Rural,20,0,0,0,n, 
UT_Desert_Cottonwood_Canyon_Road_20,UT_Desert_Cottonwood_Canyon_Road_20_02,d69272,2020-08-30,2020-10-31,62,37.17511,-113.55704,MST,Rural,20,0,0,0,n,Latitude is wrong on OK_Grassland_Ardmore site 3 - it should be 34 degrees rather than 33
UT_Desert_Cottonwood_Canyon_Road_20,UT_Desert_Cottonwood_Canyon_Road_20_03,d69273,2020-08-30,2020-10-31,62,37.17694,-113.55662,MST,Rural,20,0,0,0,n, 
UT_Desert_Cottonwood_Canyon_Road_20,UT_Desert_Cottonwood_Canyon_Road_20_04,d69274,2020-08-30,2020-10-31,62,37.17875,-113.55634,MST,Rural,20,0,0,0,n, 
UT_Desert_Cottonwood_Canyon_Road_20,UT_Desert_Cottonwood_Canyon_Road_20_05,d69275,2020-08-30,2020-10-31,62,37.17887,-113.55865,MST,Rural,20,0,0,0,n, 
UT_Desert_Cottonwood_Canyon_Road_20,UT_Desert_Cottonwood_Canyon_Road_20_06,d69276,2020-08-30,2020-10-27,58,37.17996,-113.56058,MST,Rural,20,0,0,0,n, 
UT_Desert_Cottonwood_Canyon_Road_20,UT_Desert_Cottonwood_Canyon_Road_20_07,d69277,2020-08-31,2020-10-31,61,37.18161,-113.56165,MST,Rural,20,0,0,0,n,Cows knocked camera off post so sampling period is a few days short
UT_Desert_Cottonwood_Canyon_Road_20,UT_Desert_Cottonwood_Canyon_Road_20_08,d69278,2020-08-31,2020-10-31,61,37.18292,-113.56339,MST,Rural,20,0,0,0,n, 
UT_Desert_Cottonwood_Canyon_Road_20,UT_Desert_Cottonwood_Canyon_Road_20_09,d69279,2020-08-31,2020-10-31,61,37.18252,-113.55965,MST,Rural,20,0,0,0,n, 
UT_Desert_Cottonwood_Canyon_Road_20,UT_Desert_Cottonwood_Canyon_Road_20_10,d69280,2020-09-03,2020-10-31,58,37.18409,-113.55846,MST,Rural,20,0,0,0,n, 
UT_Desert_Cottonwood_Canyon_Road_20,UT_Desert_Cottonwood_Canyon_Road_20_11,d69281,2020-08-31,2020-10-31,61,37.1858,-113.55779,MST,Rural,20,0,0,0,n, 
UT_Desert_Cottonwood_Canyon_Road_20,UT_Desert_Cottonwood_Canyon_Road_20_12,d69282,2020-08-31,2020-10-31,61,37.18765,-113.55784,MST,Rural,20,0,0,0,n, 
UT_Desert_Cottonwood_Canyon_Road_20,UT_Desert_Cottonwood_Canyon_Road_20_13,d69286,2020-08-30,2020-10-31,62,37.18952,-113.55768,MST,Rural,20,0,0,0,n, 
UT_Desert_Cottonwood_Canyon_Road_20,UT_Desert_Cottonwood_Canyon_Road_20_14,d69284,2020-08-30,2020-10-31,62,37.1906,-113.55586,MST,Rural,20,0,0,0,n, 
UT_Desert_Cottonwood_Canyon_Road_20,UT_Desert_Cottonwood_Canyon_Road_20_15,d69285,2020-08-30,2020-10-31,62,37.19235,-113.55486,MST,Rural,20,0,0,0,n,latitude for Site 11 should be 33 rather than 34
VA_Forest_Caroline_County_20,VA_Forest_Caroline_County_20_01,d69287,2020-09-11,2020-11-09,59,38.068159,-77.382146,EST,Rural,20,0,0,1,n, 
VA_Forest_Caroline_County_20,VA_Forest_Caroline_County_20_02,d69288,2020-09-11,2020-11-09,59,38.069722,-77.38139,EST,Rural,20,0,0,0,n, 
VA_Forest_Caroline_County_20,VA_Forest_Caroline_County_20_03,d69289,2020-09-11,2020-11-09,59,38.06727,-77.38559,EST,Rural,20,0,0,1,n, 
VA_Forest_Caroline_County_20,VA_Forest_Caroline_County_20_04,d69290,2020-09-11,2020-11-09,59,38.065682,-77.386378,EST,Rural,20,0,0,0,n, 
VA_Forest_Caroline_County_20,VA_Forest_Caroline_County_20_05,d69291,2020-09-11,2020-11-09,59,38.055625,-77.385772,EST,Rural,20,0,0,1,n, 
VA_Forest_Caroline_County_20,VA_Forest_Caroline_County_20_06,d69292,2020-09-11,2020-11-09,59,38.053916,-77.384521,EST,Rural,20,0,0,0,n, 
VA_Forest_Caroline_County_20,VA_Forest_Caroline_County_20_07,d69293,2020-09-11,2020-11-09,59,38.070099,-77.404778,EST,Rural,20,0,0,1,n, 
VA_Forest_Caroline_County_20,VA_Forest_Caroline_County_20_08,d69294,2020-09-11,2020-11-09,59,38.070119,-77.408938,EST,Rural,20,0,0,0,n, 
VA_Forest_Richmond(rural)_20,VA_Forest_Richmond(rural)_20_02,d69049,2020-09-13,2020-11-03,51,37.58975,-77.66458,EST,Wild, ,0,0,0,n, 
VA_Forest_Richmond(rural)_20,VA_Forest_Richmond(rural)_20_03,d69050,2020-09-07,2020-11-03,57,37.58915,-77.66994,EST,Rural,20,0,0,0,n, 
VA_Forest_Richmond(rural)_20,VA_Forest_Richmond(rural)_20_04,d69051,2020-09-07,2020-11-03,57,37.5919,-77.6686,EST,Rural,20,0,0,0,n, 
VA_Forest_Richmond(rural)_20,VA_Forest_Richmond(rural)_20_05,d69052,2020-09-13,2020-11-03,51,37.58862,-77.66618,EST,Wild, ,0,0,0,n, 
VA_Forest_Richmond(rural)_20,VA_Forest_Richmond(rural)_20_06,d69053,2020-09-13,2020-11-03,51,37.58803,-77.66373,EST,Wild, ,0,0,0,n, 
VA_Forest_Richmond(rural)_20,VA_Forest_Richmond(rural)_20_07,d69054,2020-09-13,2020-11-03,51,37.58346,-77.66428,EST,Wild, ,0,0,0,n, 
VA_Forest_Richmond(rural)_20,VA_Forest_Richmond(rural)_20_08,d69055,2020-09-07,2020-11-03,57,37.59406,-77.66763,EST,Rural,20,0,0,0,n, 
VA_Forest_Richmond(rural)_20,VA_Forest_Richmond(rural)_20_09,d69056,2020-09-13,2020-11-03,51,37.5862,-77.664,EST,Wild, ,0,0,0,n, 
VA_Forest_Richmond(suburban)_20,VA_Forest_Richmond(suburban)_20_01,d69064,2020-09-13,2020-10-28,45,37.57312,-77.53919,EST,Wild, ,0,0,0,n, 
VA_Forest_Richmond(suburban)_20,VA_Forest_Richmond(suburban)_20_02,d69065,2020-09-13,2020-10-28,45,37.57508,-77.53861,EST,Wild, ,0,0,0,n, 
VA_Forest_Richmond(suburban)_20,VA_Forest_Richmond(suburban)_20_06,d69069,2020-09-13,2020-10-28,45,37.56981,-77.53712,EST,Wild, ,0,0,0,n, 
VA_Forest_Richmond(suburban)_20,VA_Forest_Richmond(suburban)_20_08,d69071,2020-09-13,2020-10-28,45,37.5789,-77.5344,EST,Wild, ,0,0,0,n, 
VA_Forest_Richmond(suburban)_20,VA_Forest_Richmond(suburban)_20_11,d69074,2020-09-13,2020-10-28,45,37.58242,-77.53604,EST,Wild, ,0,0,0,n, 
VA_Forest_Richmond(suburban)_20,VA_Forest_Richmond(suburban)_20_12,d69075,2020-09-13,2020-10-28,45,37.57508,-77.53861,EST,Wild, ,0,0,0,n, 
VA_Forest_Richmond(suburban)_20,VA_Forest_Richmond(suburban)_20_14,d69077,2020-09-13,2020-10-28,45,37.57776,-77.54271,EST,Wild, ,0,0,0,n, 
VA_Forest_SCBI_20,VA_Forest_SCBI_20_01,d68920,2020-09-01,2020-09-06,5,38.8921,-78.14715,EST,Wild, ,0,0,0,n, 
VA_Forest_SCBI_20,VA_Forest_SCBI_20_03,d68922,2020-09-01,2020-09-22,21,38.88998,-78.1477,EST,Wild,8,0,0,0,n, 
VA_Forest_SCBI_20,VA_Forest_SCBI_20_04,d68923,2020-09-02,2020-09-16,14,38.88942,-78.15064,EST,Wild,7,0,0,0,n, 
VA_Forest_SCBI_20,VA_Forest_SCBI_20_05,d68924,2020-09-22,2020-10-30,38,38.89543,-78.151,EST,Wild,9,0,0,0,n,moved from 2019 location because of OTV trails
VA_Forest_SCBI_20,VA_Forest_SCBI_20_06,d68925,2020-09-02,2020-09-19,17,38.89568,-78.14481,EST,Wild,6,0,0,0,n,"Camera trapper not visible in the retrieval photos, but the time of last photos is correct for the retrieval time"
VA_Forest_SCBI_20,VA_Forest_SCBI_20_07,d68926,2020-09-02,2020-09-22,20,38.89402,-78.14481,EST,Wild,4,0,0,0,n, 
VA_Forest_SCBI_20,VA_Forest_SCBI_20_08,d68927,2020-09-03,2020-09-22,19,38.89391,-78.14943,EST,Wild,7,0,0,0,n, 
VA_Forest_SCBI_20,VA_Forest_SCBI_20_09,d69383,2020-09-22,2020-10-30,38,38.89752,-78.14939,EST,Wild,6,0,0,0,n, 
VA_Forest_SCBI_20,VA_Forest_SCBI_20_10,d69384,2020-09-22,2020-10-30,38,38.89296,-78.1425,EST,Wild,4,0,0,0,n, 
VA_Forest_SCBI_20,VA_Forest_SCBI_20_11,d69385,2020-09-22,2020-10-30,38,38.88936,-78.14258,EST,Wild,8,0,0,0,n, 
VA_Forest_SCBI_20,VA_Forest_SCBI_20_12,d69386,2020-09-22,2020-10-30,38,38.89099,-78.14378,EST,Wild,6,0,0,0,n, 
VA_Forest_SCBI_20,VA_Forest_SCBI_20_13,d69387,2020-09-22,2020-10-30,38,38.89209,-78.14484,EST,Wild,5,0,0,0,n,Different location than in 2019
VA_Forest_SCBI_20,VA_Forest_SCBI_20_14,d69388,2020-09-02,2020-09-22,20,38.8932,-78.14713,EST,Wild,6,0,0,0,n,Moved from last year's location because of active logging in the area
VA_Forest_SCBI_20,VA_Forest_SCBI_20_15,d69389,2020-10-30,2020-10-30,0,38.89759,-78.1459,EST,Wild,5,0,0,0,n,"Different location than in 2019. Not sure why there are no photos at deployment; we deployed the camera on 9/6/2020	 3:15:00 PM"
VA_Forest_SCBI_20,VA_Forest_SCBI_20_16,d69390,2020-09-22,2020-10-18,26,38.89993,-78.14745,EST,Wild,4,0,0,0,n,Different location than in 2019
VA_Forest_Shenandoah_20,VA_Forest_Shenandoah_20_03,d68171,2020-10-01,2020-10-28,27,38.77062,-78.28753,EST,Wild,10.75,0,0,0,n, 
VA_Forest_Shenandoah_20,VA_Forest_Shenandoah_20_04,d68172,2020-10-01,2020-10-28,27,38.76832,-78.28643,EST,Wild,9,0,0,0,n, 
VA_Forest_Shenandoah_20,VA_Forest_Shenandoah_20_05,d68173,2020-10-01,2020-10-28,27,38.76706,-78.29083,EST,Wild,10.5,0,0,0,n, 
VA_Forest_Shenandoah_20,VA_Forest_Shenandoah_20_06,d68174,2020-10-01,2020-10-28,27,38.75956,-78.28968,EST,Wild,10.5,0,0,0,n, 
VA_Forest_Shenandoah_20,VA_Forest_Shenandoah_20_07,d68175,2020-09-09,2020-10-01,22,38.75478,-78.26478,EST,Wild,5,0,0,0,n,Not sure what happened to deployment photos. We deployed this camera on 9/6/2020 at 1:54:00 PM
VA_Forest_Shenandoah_20,VA_Forest_Shenandoah_20_08,d68176,2020-09-09,2020-10-01,22,38.75319,-78.26879,EST,Rural,8,0,0,0,n, 
VA_Forest_Shenandoah_20,VA_Forest_Shenandoah_20_09,d68177,2020-09-09,2020-09-22,13,38.75027,-78.26941,EST,Rural,16,0,0,0,n, 
VA_Forest_Shenandoah_20,VA_Forest_Shenandoah_20_10,d68178,2020-10-01,2020-10-28,27,38.7227,-78.26864,EST,Wild,10.5,0,0,0,n,Wrong date on images. The first photo was taken when the camera was turned on on 10/25/20 at 12:50 (instead of 1/1/2015 14:50). Please correct. Thanks!
VA_Forest_Shenandoah_20,VA_Forest_Shenandoah_20_11,d68179,2020-09-09,2020-10-01,22,38.74171,-78.26889,EST,Rural,15,0,0,0,n,Older model Moultrie failed after a few days
VA_Forest_Shenandoah_20,VA_Forest_Shenandoah_20_12,d68180,2020-09-09,2020-10-01,22,38.74115,-78.27199,EST,Rural,15,0,0,0,n, 
VA_Forest_Shenandoah_20,VA_Forest_Shenandoah_20_13,d68181,2020-10-01,2020-10-28,27,38.7391,-78.27624,EST,Wild,12,0,0,0,n,"Wrong date stamped on images!! 
Camera was deployed - and the first photo of us setting it up- was taken on 9/5/2020 at 1:51 pm instead of 1/1/2012 at 1:51 pm. Please correct."
VA_Forest_Shenandoah_20,VA_Forest_Shenandoah_20_14,d68182,2020-09-09,2020-10-01,22,38.74988,-78.27632,EST,Rural,15,0,0,0,n,"Camera failed on last day of photo, pickup was on 10/27"
VA_Forest_Shenandoah_20,VA_Forest_Shenandoah_20_15,d68183,2020-09-09,2020-10-01,22,38.74523,-78.27692,EST,Rural,50,0,0,0,n, 
VA_Forest_Shenandoah_20,VA_Forest_Shenandoah_20_16,d68184,2020-09-09,2020-10-01,22,38.74871,-78.28637,EST,Rural,15,0,0,0,n, 
VA_Forest_Shenandoah_20,VA_Forest_Shenandoah_20_17,d68185,2020-10-01,2020-10-28,27,38.74426,-78.2889,EST,Wild,12,0,0,0,n, 
VA_Forest_Shenandoah_20,VA_Forest_Shenandoah_20_18,d68186,2020-10-01,2020-10-28,27,38.74148,-78.28482,EST,Wild,12,0,0,0,n, 
WA_Forest_Lower_Elwha_20,WA_Forest_Lower_Elwha_20_02,d69797,2020-08-31,2020-11-06,67,48.07076,-124.104,PST,Rural, ,0,0,0,n, 
WA_Forest_Lower_Elwha_20,WA_Forest_Lower_Elwha_20_03,d69798,2020-08-31,2020-11-02,63,48.10678,-124.10503,PST,Rural, ,0,0,0,n, 
WA_Forest_Lower_Elwha_20,WA_Forest_Lower_Elwha_20_04,d69799,2020-08-31,2020-11-02,63,48.1251,-124.132,PST,Rural, ,0,0,0,n, 
WA_Forest_Lower_Elwha_20,WA_Forest_Lower_Elwha_20_06,d69801,2020-08-31,2020-11-01,62,48.14371,-123.73232,PST,Rural, ,0,0,0,n, 
WA_Forest_Lower_Elwha_20,WA_Forest_Lower_Elwha_20_08,d69803,2020-08-27,2020-11-01,66,48.12684,-123.54896,PST,Wild,14,0,0,0,n,Camera died on 10/3/20
WA_Forest_Lower_Elwha_20,WA_Forest_Lower_Elwha_20_09,d69804,2020-08-28,2020-11-02,66,48.12744,-123.863,PST,Wild,14,0,0,0,n, 
WA_Forest_Lower_Elwha_20,WA_Forest_Lower_Elwha_20_10,d69805,2020-08-30,2020-11-02,64,47.96833,-123.11054,PST,Wild,10,0,0,0,n,Forgot to take a first photo as camera trapperr-- but the camera was working on the first day of deployment. Also please note that the dates on images are wrong- the first date  were 9/5/20. So the date of first picture taken should be 9/7/20 not 1/3/12.
WA_Forest_Lower_Elwha_20,WA_Forest_Lower_Elwha_20_11,d69806,2020-08-30,2020-11-06,68,48.10633,-123.65345,PST,Rural, ,0,0,0,n, 
WA_Forest_Lower_Elwha_20,WA_Forest_Lower_Elwha_20_12,d69807,2020-08-31,2020-11-19,80,48.14621,-123.89422,PST,Rural, ,0,0,0,n, 
WA_Forest_Lower_Elwha_20,WA_Forest_Lower_Elwha_20_13,d69808,2020-08-30,2020-11-01,63,48.09341,-123.621,PST,Rural, ,0,0,0,n, 
WA_Forest_Lower_Elwha_20,WA_Forest_Lower_Elwha_20_14,d69809,2020-08-30,2020-11-01,63,48.10664,-124.212,PST,Rural, ,0,0,0,n, 
WA_Forest_Lower_Elwha_20,WA_Forest_Lower_Elwha_20_15,d69810,2020-08-28,2020-11-02,66,48.10829,-123.88921,PST,Wild,8,0,0,0,n, 
WA_Forest_Olympic_Peninsula_20,WA_Forest_Olympic_Peninsula_20_02,d70265,2020-08-05,2020-11-23,110,48,-123,PST,Rural, ,0,0,0,n,"Deployed 9/26/2020 12:37
Retrieved 10/11/2020 14:57
Within 50m of gravel road"
WA_Forest_Olympic_Peninsula_20,WA_Forest_Olympic_Peninsula_20_03,d70266,2020-08-10,2020-11-30,112,47.95,-122.87,PST,Rural, ,0,0,0,n,"Deployed 9/26/2020 10:42
Retrieved 10/11/2020 16:08
Within 50m of a rarely used dirt road"
WA_Forest_Olympic_Peninsula_20,WA_Forest_Olympic_Peninsula_20_04,d70267,2020-08-12,2020-11-30,110,47.89,-122.68,PST,Rural, ,0,0,0,n,"Deployed 9/26/2020 17:15
Retrieved 10/11/2020 14:06
Deployed at end of rarely used dirt road, near pig tracks"
WA_Forest_Olympic_Peninsula_20,WA_Forest_Olympic_Peninsula_20_05,d70268,2020-08-21,2020-11-30,101,47.88,-122.66,PST,Rural, ,0,0,0,n,"Deployed 9/26/2020 15:34
Retrieved 10/11/2020 13:37
Camera within 50m of rarely used dirt/grass road."
WA_Forest_Olympic_Peninsula_20,WA_Forest_Olympic_Peninsula_20_07,d70270,2020-08-12,2020-11-30,110,47.91,-122.81,PST,Rural, ,0,0,0,n,"Deployed 9/26/2020 9:29
Retrieved 10/11/2020 16:33
WIthin 100m of grass/dirt road. I noticed deer tracks in the area when I walked into the site."
WA_Forest_Olympic_Peninsula_20,WA_Forest_Olympic_Peninsula_20_08,d70271,2020-09-09,2020-12-01,83,47.78,-122.77,PST,Rural, ,0,0,0,n,"Deployed 9/26/2020 12:54
Retrieved 10/11/2020 15:02
Deployed within 50m of a rarely used dirt road (there was lots of vegetation growth indicating low use) but is within 100m of a gravel road."
WA_Forest_Olympic_Peninsula_20,WA_Forest_Olympic_Peninsula_20_10,d70273,2020-07-16,2020-10-03,79,47.99,-123.03,PST,Rural, ,0,0,0,n,"Deployed 9/26/2020 12:15
Retrieved 10/11/2020 15:23
Approximately 50m from a rarely used gravel road (medium vegetation on road itself indicates low use)"
WA_Forest_Olympic_Peninsula_20,WA_Forest_Olympic_Peninsula_20_11,d70274,2020-07-16,2020-11-23,130,47.98,-122.97,PST,Rural, ,0,0,0,n,"Deployed 9/26/2020 11:35
Retrieved 10/11/2020 15:39
Within 100m of rarely used dirt/grass road (high grass and saplings on the road itself, downed tree on road just past site)"
WA_Forest_Olympic_Peninsula_20,WA_Forest_Olympic_Peninsula_20_12,d70275,2020-07-14,2020-11-19,128,47.97,-123.06,PST,Rural, ,0,0,0,n, 
WA_Forest_Olympic_Peninsula_20,WA_Forest_Olympic_Peninsula_20_13,d70276,2020-07-15,2020-11-20,128,47.968,-123.003,PST,Rural, ,0,0,0,n,"Deployed 9/26/2020 10:57
Retrieved 10/11/2020 16:00
Deployed in steep depression off the side of a rarely used gravel road."
WA_Forest_Olympic_Peninsula_20,WA_Forest_Olympic_Peninsula_20_14,d70277,2020-07-20,2020-12-03,136,47.96,-122.95,PST,Rural, ,0,0,0,n,"Deployed 09/26/2020 11:19
Retrieved 10/11/2020 15:47
Off low-use gravel road (low/medium vegetation on road)"
WA_Forest_Olympic_Peninsula_20,WA_Forest_Olympic_Peninsula_20_15,d70278,2020-07-14,2020-12-03,142,47.95,-123.03,PST,Rural, ,0,0,0,n,"Deployed 9/26/2020 13:11
Retrieved 10/11/2020 15:10
Deployed within 50m of a gravel road."
UT_SLC_20,Wasatch Hollow.USA.2020, ,2020-10-06,2020-11-05,30,40.73676,-111.84149,MST,Wild,9,1,0,1,n, 
UT_SLC_20,WF_03.USA.2020, ,2020-09-05,2020-10-08,33,40.6371,-111.86154,MST,Wild,18.56,0,0,1,n, 
WI_Forest_Chequamegon-Nicolet,WI_Forest_Chequamegon-Nicolet_20_01, ,2020-09-01,2020-10-31,60,46.20989,-90.93378,CST,Rural, ,0,0,1,n,"Deployed 9/26/2020 16:39
Retrieved 10/11/2020 13:58
Site within 100m of dirt road"
WI_Forest_Chequamegon-Nicolet,WI_Forest_Chequamegon-Nicolet_20_03, ,2020-09-01,2020-10-31,60,46.1934,-90.86001,CST,Rural, ,0,0,1,n,"Deployed 9/26/2020 10:18
Retrieved 10/11/2020 16:22
Within 100m of grass road"
WI_Forest_Chequamegon-Nicolet,WI_Forest_Chequamegon-Nicolet_20_04, ,2020-09-01,2020-10-31,60,46.18952,-90.97356,CST,Rural, ,0,0,1,n,Within 50m of gravel road
WI_Forest_Chequamegon-Nicolet,WI_Forest_Chequamegon-Nicolet_20_05, ,2020-09-01,2020-10-31,60,46.19031,-90.98592,CST,Rural, ,0,0,1,n,Deployed within 50 m of extremely rarely used dirt road near a dead end
WI_Forest_Chequamegon-Nicolet,WI_Forest_Chequamegon-Nicolet_20_06, ,2020-09-01,2020-10-31,60,46.17813,-90.89167,CST,Rural, ,0,0,1,n,Camera within 100m of rarely used dirt road
WI_Forest_Chequamegon-Nicolet,WI_Forest_Chequamegon-Nicolet_20_07, ,2020-09-01,2020-10-31,60,46.17247,-90.89916,CST,Rural, ,0,0,1,n,Camera deployed within 100m of a rarely used dirt road
WI_Forest_Chequamegon-Nicolet,WI_Forest_Chequamegon-Nicolet_20_08, ,2020-09-01,2020-10-31,60,46.16611,-90.86635,CST,Rural, ,0,0,1,n,Deployed within 100m of gravel road
WI_Forest_Chequamegon-Nicolet,WI_Forest_Chequamegon-Nicolet_20_09, ,2020-09-01,2020-10-31,60,46.15689,-90.88772,CST,Rural, ,0,0,1,n,Deployed within 100m of gravel road
WI_Forest_Chequamegon-Nicolet,WI_Forest_Chequamegon-Nicolet_20_10, ,2020-09-01,2020-10-31,60,46.14581,-90.93947,CST,Rural, ,0,0,1,n,Deployed within 100 m of gravel road
WI_Forest_Whitewater_20,WI_Forest_Whitewater_20_01,d69821,2020-09-01,2020-10-21,50,42.84789,-88.74606,CST,Rural, ,0,0,1,n,Deployed within 100 m of gravel road
WI_Forest_Whitewater_20,WI_Forest_Whitewater_20_02,d69822,2020-09-01,2020-10-13,42,42.85001,-88.74347,CST,Rural, ,0,0,1,n,WIthin 100 m of gravel road
WI_Forest_Whitewater_20,WI_Forest_Whitewater_20_04,d69824,2020-09-01,2020-10-21,50,42.84842,-88.7433,CST,Rural, ,0,0,1,n,Camera deployed within 100 m of extremely rarely used dirt road.
WI_Forest_Whitewater_20,WI_Forest_Whitewater_20_05,d69825,2020-09-01,2020-10-19,48,42.85182,-88.74348,CST,Rural, ,0,0,0,n,"Deployed next to cyprus swamp
Within 100m of extremely rarely used dirt road"
